number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
544,COMPLETE,8.988,8,0.310,7,1.000,0.580,8.500,0.060,0.110,1.000,8,10,0,0.988,0.548,4.238,0.824,0.814,1219.927
545,COMPLETE,7.972,8,0.330,7,1.000,0.540,7.000,0.060,0.110,1.000,7,10,0,0.972,0.600,5.378,0.802,0.707,1238.237
546,COMPLETE,11.000,8,0.330,7,1.000,0.540,8.500,0.060,0.100,1.000,10,10,0,1.000,0.571,4.647,0.848,0.832,1224.554
547,COMPLETE,9.996,8,0.310,7,1.000,0.540,8.500,0.055,0.100,1.000,9,10,0,0.996,0.555,4.678,0.846,0.801,1189.614
548,COMPLETE,9.996,8,0.310,7,1.000,0.540,8.500,0.055,0.100,1.000,9,10,0,0.996,0.555,4.678,0.846,0.801,1189.401
549,COMPLETE,9.998,8,0.330,10,1.000,0.540,8.500,0.055,0.100,1.000,9,10,0,0.998,0.584,5.390,0.842,0.821,1231.495
550,COMPLETE,7.998,8,0.330,10,1.000,0.540,8.500,0.030,0.100,1.000,7,10,0,0.998,0.578,7.311,0.833,0.797,1191.886
551,COMPLETE,11.000,8,0.330,14,1.000,0.540,8.500,0.055,0.100,1.000,10,10,0,1.000,0.591,5.460,0.855,0.806,1250.565
552,COMPLETE,7.782,8,0.250,9,1.000,0.540,8.500,0.055,0.100,1.000,7,10,0,0.782,0.488,3.118,0.672,0.690,1153.375
553,COMPLETE,8.957,8,0.280,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.957,0.529,4.092,0.813,0.785,1201.775
554,COMPLETE,8.926,8,0.310,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.926,0.569,4.900,0.789,0.773,1226.567
555,COMPLETE,8.994,8,0.350,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.994,0.617,5.895,0.831,0.825,1259.755
556,COMPLETE,8.926,8,0.310,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.926,0.569,4.900,0.789,0.773,1234.515
557,COMPLETE,8.973,8,0.250,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.973,0.492,3.310,0.818,0.831,1158.300
558,COMPLETE,0.423,8,0.250,10,1.000,0.540,8.500,0.055,0.100,0.400,0,10,0,0.423,0.488,2.618,0.346,0.348,1162.192
559,COMPLETE,11.000,8,0.360,14,1.000,0.540,8.500,0.055,0.100,1.000,10,10,0,1.000,0.634,6.390,0.853,0.810,1293.656
560,COMPLETE,11.000,8,0.360,9,1.000,0.540,8.500,0.055,0.100,1.000,10,10,0,1.000,0.623,6.193,0.859,0.798,1273.181
561,COMPLETE,9.997,8,0.310,10,1.000,0.540,6.000,0.055,0.100,1.000,9,10,0,0.997,0.628,6.653,0.850,0.825,1263.587
562,COMPLETE,8.994,8,0.350,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.994,0.617,5.895,0.831,0.825,1254.530
563,COMPLETE,8.957,8,0.280,10,1.000,0.540,8.500,0.055,0.100,1.000,8,10,0,0.957,0.529,4.092,0.813,0.785,1201.575
564,COMPLETE,8.947,8,0.280,14,1.000,0.540,6.000,0.055,0.080,0.300,8,10,0,0.947,0.585,5.540,0.810,0.731,1170.204
565,COMPLETE,8.937,8,0.350,10,1.000,0.560,8.000,0.055,0.080,0.400,8,10,0,0.937,0.632,6.378,0.867,0.731,1231.321
566,COMPLETE,7.989,8,0.280,9,1.000,0.560,8.000,0.020,0.100,1.000,7,10,0,0.989,0.522,7.194,0.832,0.742,1098.601
567,COMPLETE,9.992,8,0.280,9,1.000,0.400,8.000,0.055,0.100,1.000,9,10,0,0.992,0.540,4.038,0.834,0.807,1207.731
568,COMPLETE,9.943,8,0.280,9,1.000,0.420,8.000,0.055,0.100,1.000,9,10,0,0.943,0.548,4.152,0.793,0.790,1219.302
569,COMPLETE,8.973,8,0.280,9,1.000,0.560,8.000,0.055,0.100,1.000,8,10,0,0.973,0.548,4.561,0.824,0.793,1192.742
570,COMPLETE,9.939,8,0.280,9,1.000,0.560,8.000,0.055,0.080,1.000,9,10,0,0.939,0.551,4.557,0.803,0.767,1196.933
571,COMPLETE,8.995,8,0.280,9,1.000,0.560,8.000,0.055,0.120,1.000,8,10,0,0.995,0.536,4.420,0.844,0.793,1185.364
572,COMPLETE,6.975,8,0.360,9,1.000,0.560,8.000,0.055,0.120,1.000,6,10,0,0.975,0.619,6.102,0.799,0.753,1265.416
573,COMPLETE,2.550,8,0.350,9,1.000,0.200,8.000,0.055,0.080,1.000,2,10,0,0.550,0.647,4.916,0.448,0.471,1286.606
574,COMPLETE,8.995,8,0.280,9,1.000,0.560,8.000,0.055,0.120,1.000,8,10,0,0.995,0.536,4.420,0.844,0.793,1193.456
575,COMPLETE,10.000,10,0.280,9,1.000,0.560,8.000,0.055,0.110,1.000,9,10,0,1.000,0.581,5.458,0.834,0.805,1255.010
576,COMPLETE,8.995,8,0.280,9,1.000,0.560,8.000,0.055,0.120,1.000,8,10,0,0.995,0.536,4.420,0.844,0.793,1193.725
577,COMPLETE,4.965,10,0.280,6,1.000,0.500,8.000,0.055,0.120,1.000,4,10,0,0.965,0.573,4.908,0.785,0.766,1190.077
578,COMPLETE,4.973,10,0.300,6,1.000,0.560,8.000,0.045,0.120,1.000,4,10,0,0.973,0.592,6.340,0.790,0.739,1208.425
579,COMPLETE,11.000,9,0.300,6,1.000,0.560,8.000,0.055,0.060,1.000,10,10,0,1.000,0.595,5.544,0.874,0.807,1124.853
580,COMPLETE,6.982,9,0.300,6,1.000,0.560,8.000,0.055,0.120,1.000,6,10,0,0.982,0.564,4.966,0.812,0.721,1188.026
581,COMPLETE,8.995,10,0.300,6,1.000,0.560,8.000,0.055,0.120,1.000,8,10,0,0.995,0.601,5.662,0.818,0.687,1207.542
582,COMPLETE,4.973,10,0.300,6,1.000,0.560,8.000,0.045,0.120,1.000,4,10,0,0.973,0.592,6.340,0.790,0.739,1209.700
583,COMPLETE,4.973,10,0.300,6,1.000,0.560,8.000,0.045,0.120,1.000,4,10,0,0.973,0.592,6.340,0.790,0.739,1216.655
584,COMPLETE,7.988,10,0.300,6,1.000,0.560,9.000,0.055,0.120,1.000,7,10,0,0.988,0.552,4.795,0.829,0.719,1188.894
585,COMPLETE,6.986,10,0.300,6,1.000,0.500,9.000,0.055,0.110,1.000,6,10,0,0.986,0.562,4.697,0.815,0.767,1209.295
586,COMPLETE,6.986,10,0.300,6,1.000,0.500,9.000,0.055,0.110,1.000,6,10,0,0.986,0.562,4.697,0.815,0.767,1205.456
587,COMPLETE,1.939,10,0.300,6,1.000,0.500,5.500,0.055,0.110,1.000,1,10,0,0.939,0.630,6.589,0.757,0.662,1244.311
588,COMPLETE,9.996,9,0.300,9,1.000,0.560,9.000,0.055,0.110,1.000,9,10,0,0.996,0.551,4.755,0.834,0.777,1227.859
589,COMPLETE,9.999,9,0.300,6,1.000,0.560,9.000,0.055,0.110,1.000,9,10,0,0.999,0.545,4.496,0.840,0.801,1184.170
590,COMPLETE,5.981,9,0.300,6,1.000,0.500,9.000,0.045,0.110,1.000,5,10,0,0.981,0.538,4.993,0.800,0.809,1154.330
591,COMPLETE,11.000,9,0.300,13,1.000,0.500,9.000,0.055,0.110,1.000,10,10,0,1.000,0.561,4.737,0.850,0.818,1248.306
592,COMPLETE,2.460,9,0.300,6,1.000,0.560,9.000,0.055,0.040,1.000,2,10,0,0.460,0.565,4.105,0.567,0.319,1084.443
593,COMPLETE,5.981,9,0.300,6,1.000,0.500,9.000,0.045,0.110,1.000,5,10,0,0.981,0.538,4.993,0.800,0.809,1154.316
594,COMPLETE,1.672,9,0.300,6,1.000,0.100,7.000,0.055,0.110,1.000,1,10,0,0.672,0.594,4.128,0.541,0.449,1229.567
595,COMPLETE,8.998,9,0.300,8,1.000,0.500,9.000,0.055,0.110,1.000,8,10,0,0.998,0.559,4.692,0.842,0.818,1217.384
596,COMPLETE,9.998,9,0.300,8,1.000,0.580,9.000,0.055,0.110,1.000,9,10,0,0.998,0.543,4.641,0.828,0.786,1231.326
597,COMPLETE,4.715,9,0.340,8,1.000,0.580,5.500,0.055,0.040,1.000,4,10,0,0.715,0.658,7.720,0.893,0.442,1081.454
598,COMPLETE,4.653,9,0.290,8,1.000,0.580,7.000,0.055,0.040,1.000,4,10,0,0.653,0.608,5.647,0.725,0.469,1053.309
599,COMPLETE,6.988,9,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.988,0.595,5.841,0.817,0.758,1250.468
600,COMPLETE,7.990,9,0.290,8,1.000,0.580,7.000,0.055,0.110,0.900,7,10,0,0.990,0.590,5.718,0.817,0.752,1230.383
601,COMPLETE,7.990,9,0.290,8,1.000,0.580,7.000,0.055,0.110,0.900,7,10,0,0.990,0.590,5.718,0.817,0.752,1226.259
602,COMPLETE,6.969,9,0.290,8,1.000,0.580,7.000,0.040,0.110,0.900,6,10,0,0.969,0.588,6.865,0.804,0.726,1219.352
603,COMPLETE,8.994,9,0.290,8,1.000,0.580,7.000,0.060,0.110,0.900,8,10,0,0.994,0.598,5.470,0.822,0.762,1279.187
604,COMPLETE,8.994,9,0.290,8,1.000,0.580,7.000,0.060,0.110,0.900,8,10,0,0.994,0.598,5.470,0.822,0.762,1279.848
605,COMPLETE,8.994,9,0.290,8,1.000,0.580,7.000,0.060,0.110,0.900,8,10,0,0.994,0.598,5.470,0.822,0.762,1275.832
606,COMPLETE,4.562,8,0.290,8,1.000,0.580,7.000,0.060,0.040,0.900,4,10,0,0.562,0.587,4.447,0.589,0.399,1072.525
607,COMPLETE,8.993,8,0.270,8,1.000,0.580,7.000,0.060,0.110,0.900,8,10,0,0.993,0.546,4.400,0.841,0.808,1208.357
608,COMPLETE,9.995,8,0.340,8,1.000,0.580,7.000,0.060,0.090,0.900,9,10,0,0.995,0.635,6.363,0.846,0.814,1267.398
609,COMPLETE,11.000,8,0.270,8,1.000,0.580,7.000,0.035,0.090,0.900,10,10,0,1.000,0.545,6.471,0.850,0.790,1146.729
610,COMPLETE,9.989,8,0.340,8,1.000,0.580,7.000,0.025,0.090,1.000,9,10,0,0.989,0.624,8.850,0.837,0.741,1187.065
611,COMPLETE,11.000,8,0.270,5,1.000,0.580,7.000,0.060,0.090,0.900,10,10,0,1.000,0.526,3.899,0.860,0.817,1101.371
612,COMPLETE,8.893,8,0.270,8,1.000,0.580,7.000,0.060,0.090,0.900,8,10,0,0.893,0.550,4.337,0.789,0.703,1210.487
613,COMPLETE,8.893,8,0.270,8,1.000,0.580,7.000,0.060,0.090,0.900,8,10,0,0.893,0.550,4.337,0.789,0.703,1203.354
614,COMPLETE,8.893,8,0.270,8,1.000,0.580,7.000,0.060,0.090,0.900,8,10,0,0.893,0.550,4.337,0.789,0.703,1210.763
615,COMPLETE,11.000,8,0.270,5,1.000,0.580,7.000,0.060,0.090,0.900,10,10,0,1.000,0.526,3.899,0.860,0.817,1101.457
616,COMPLETE,1.892,8,0.270,5,1.000,0.260,7.000,0.060,0.110,0.900,1,10,0,0.892,0.509,2.908,0.719,0.717,1117.427
617,COMPLETE,9.994,8,0.270,5,1.000,0.520,7.000,0.060,0.090,0.900,9,10,0,0.994,0.526,3.683,0.833,0.791,1104.935
618,COMPLETE,8.994,8,0.270,5,1.000,0.520,7.000,0.060,0.090,0.700,8,10,0,0.994,0.527,3.674,0.839,0.788,1070.257
619,COMPLETE,8.994,8,0.270,5,1.000,0.600,7.000,0.060,0.090,0.900,8,10,0,0.994,0.527,3.838,0.821,0.809,1079.224
620,COMPLETE,9.994,8,0.270,5,1.000,0.520,7.000,0.060,0.090,0.900,9,10,0,0.994,0.526,3.683,0.833,0.791,1112.554
621,COMPLETE,8.996,8,0.270,5,1.000,0.600,7.000,0.060,0.090,0.700,8,10,0,0.996,0.516,3.769,0.833,0.824,1103.676
622,COMPLETE,11.000,8,0.270,9,1.000,0.600,7.000,0.060,0.090,1.000,10,10,0,1.000,0.556,4.677,0.853,0.845,1220.884
623,COMPLETE,8.995,8,0.270,5,1.000,0.600,7.000,0.060,0.090,1.000,8,10,0,0.995,0.525,3.887,0.843,0.838,1116.022
624,COMPLETE,6.811,8,0.270,9,1.000,0.600,7.000,0.060,0.090,0.700,6,10,0,0.811,0.548,4.193,0.712,0.609,1222.322
625,COMPLETE,9.925,8,0.270,9,1.000,0.520,7.000,0.060,0.090,1.000,9,10,0,0.925,0.568,4.501,0.806,0.772,1217.417
626,COMPLETE,9.998,8,0.280,9,1.000,0.600,7.000,0.055,0.110,1.000,9,10,0,0.998,0.560,5.169,0.840,0.801,1211.404
627,COMPLETE,3.492,7,0.230,9,1.000,0.260,7.000,0.055,0.130,1.000,3,10,0,0.492,0.453,2.133,0.405,0.423,1100.638
628,COMPLETE,8.919,7,0.280,16,1.000,0.600,7.500,0.055,0.110,0.700,8,10,0,0.919,0.527,4.209,0.791,0.753,1171.974
629,COMPLETE,10.000,7,0.280,9,1.000,0.520,7.500,0.055,0.110,1.000,9,10,0,1.000,0.519,4.024,0.841,0.828,1171.556
630,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1175.170
631,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1170.023
632,COMPLETE,10.000,7,0.280,9,1.000,0.520,7.500,0.055,0.110,1.000,9,10,0,1.000,0.519,4.024,0.841,0.828,1164.352
633,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1174.513
634,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1179.036
635,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1177.702
636,COMPLETE,1.300,7,0.210,9,1.000,0.220,7.500,0.055,0.110,1.000,1,10,0,0.300,0.433,1.560,0.246,0.289,1087.307
637,COMPLETE,8.983,7,0.280,9,1.000,0.600,7.500,0.055,0.110,1.000,8,10,0,0.983,0.516,4.133,0.833,0.816,1179.351
638,COMPLETE,8.998,7,0.280,9,1.000,0.600,7.500,0.055,0.130,1.000,8,10,0,0.998,0.508,4.015,0.821,0.836,1160.781
639,COMPLETE,11.000,7,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,10,10,0,1.000,0.516,4.091,0.856,0.820,1184.807
640,COMPLETE,9.994,7,0.280,9,1.000,0.560,7.500,0.055,0.130,1.000,9,10,0,0.994,0.514,4.041,0.838,0.820,1163.576
641,COMPLETE,11.000,7,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,10,10,0,1.000,0.516,4.091,0.856,0.820,1174.633
642,COMPLETE,11.000,7,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,10,10,0,1.000,0.516,4.091,0.856,0.820,1183.082
643,COMPLETE,11.000,7,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,10,10,0,1.000,0.516,4.091,0.856,0.820,1178.988
644,COMPLETE,11.000,7,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,10,10,0,1.000,0.516,4.091,0.856,0.820,1178.770
645,COMPLETE,9.992,8,0.280,9,1.000,0.560,7.500,0.055,0.110,1.000,9,10,0,0.992,0.555,4.836,0.833,0.828,1199.817
646,COMPLETE,8.875,8,0.320,9,1.000,0.560,8.500,0.055,0.100,0.800,8,10,0,0.875,0.564,4.935,0.794,0.694,1215.397
647,COMPLETE,4.573,8,0.320,9,1.000,0.560,8.500,0.055,0.050,1.000,4,10,0,0.573,0.596,4.971,0.608,0.438,1182.722
648,COMPLETE,2.561,8,0.260,9,1.000,0.560,8.500,0.055,0.100,0.800,2,10,0,0.561,0.500,3.039,0.464,0.430,1154.409
649,COMPLETE,8.875,8,0.320,9,1.000,0.560,8.500,0.055,0.100,0.800,8,10,0,0.875,0.564,4.935,0.794,0.694,1222.537
650,COMPLETE,8.990,8,0.320,9,1.000,0.560,8.500,0.050,0.100,0.800,8,10,0,0.990,0.564,5.381,0.822,0.792,1224.878
651,COMPLETE,8.995,8,0.310,7,1.000,0.560,8.500,0.050,0.100,1.000,8,10,0,0.995,0.547,5.048,0.839,0.816,1178.153
652,COMPLETE,8.991,8,0.320,7,1.000,0.560,8.500,0.050,0.100,0.800,8,10,0,0.991,0.551,5.088,0.815,0.803,1195.182
653,COMPLETE,8.991,8,0.320,7,1.000,0.560,8.500,0.050,0.100,0.800,8,10,0,0.991,0.551,5.088,0.815,0.803,1190.209
654,COMPLETE,9.960,8,0.260,7,1.000,0.560,8.500,0.050,0.100,1.000,9,10,0,0.960,0.491,3.829,0.828,0.780,1149.318
655,COMPLETE,8.995,8,0.310,7,1.000,0.560,8.500,0.050,0.100,0.800,8,10,0,0.995,0.536,4.914,0.853,0.777,1192.913
656,COMPLETE,2.395,5,0.310,7,1.000,0.560,8.500,0.050,0.100,0.800,2,10,0,0.395,0.444,2.350,0.336,0.308,1060.629
657,COMPLETE,6.991,8,0.310,7,1.000,0.560,8.500,0.055,0.100,0.800,6,10,0,0.991,0.549,4.636,0.821,0.815,1183.553
658,COMPLETE,9.931,8,0.260,7,1.000,0.560,8.500,0.050,0.100,0.800,9,10,0,0.931,0.488,3.763,0.791,0.758,1137.485
659,COMPLETE,0.188,5,0.260,7,1.000,0.340,8.500,0.050,0.100,0.800,0,10,0,0.188,0.406,1.399,0.153,0.190,998.871
660,COMPLETE,8.962,8,0.320,8,1.000,0.560,8.500,0.050,0.100,1.000,8,10,0,0.962,0.566,5.402,0.814,0.770,1224.184
661,COMPLETE,9.997,8,0.310,7,1.000,0.540,8.500,0.050,0.100,1.000,9,10,0,0.997,0.553,5.105,0.853,0.824,1174.346
662,COMPLETE,8.967,8,0.320,7,1.000,0.540,8.500,0.050,0.100,0.800,8,10,0,0.967,0.552,5.073,0.813,0.783,1182.195
663,COMPLETE,9.997,8,0.310,7,1.000,0.540,8.500,0.050,0.100,1.000,9,10,0,0.997,0.553,5.105,0.853,0.824,1173.201
664,COMPLETE,8.996,8,0.310,7,1.000,0.540,8.000,0.055,0.100,1.000,8,10,0,0.996,0.568,4.986,0.831,0.801,1204.850
665,COMPLETE,8.993,8,0.290,7,1.000,0.540,8.000,0.050,0.100,1.000,8,10,0,0.993,0.538,4.779,0.828,0.787,1195.152
666,COMPLETE,11.000,8,0.290,7,1.000,0.480,8.000,0.050,0.100,1.000,10,10,0,1.000,0.553,4.880,0.832,0.776,1201.356
667,COMPLETE,8.993,8,0.290,7,1.000,0.540,8.000,0.050,0.100,1.000,8,10,0,0.993,0.538,4.779,0.828,0.787,1194.885
668,COMPLETE,7.992,8,0.290,7,1.000,0.540,8.000,0.055,0.100,1.000,7,10,0,0.992,0.550,4.609,0.829,0.834,1200.918
669,COMPLETE,7.998,8,0.290,7,1.000,0.540,8.000,0.055,0.110,1.000,7,10,0,0.998,0.535,4.347,0.834,0.803,1197.123
670,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1202.910
671,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1202.808
672,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1199.414
673,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1191.089
674,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1192.829
675,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1198.522
676,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1200.918
677,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1199.515
678,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1199.616
679,COMPLETE,9.995,8,0.290,8,1.000,0.540,8.000,0.055,0.110,1.000,9,10,0,0.995,0.544,4.476,0.825,0.793,1197.829
680,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.999,0.557,4.856,0.837,0.826,1206.752
681,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.999,0.557,4.856,0.837,0.826,1210.433
682,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.999,0.557,4.856,0.837,0.826,1208.252
683,COMPLETE,9.999,8,0.290,8,1.000,0.580,8.000,0.055,0.110,1.000,9,10,0,0.999,0.557,4.856,0.837,0.826,1209.786
684,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.993,0.578,5.483,0.845,0.814,1212.954
685,COMPLETE,7.992,8,0.290,8,1.000,0.580,6.500,0.055,0.110,1.000,7,10,0,0.992,0.569,5.501,0.822,0.795,1227.560
686,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.993,0.578,5.483,0.845,0.814,1218.310
687,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.993,0.578,5.483,0.845,0.814,1212.879
688,COMPLETE,7.992,8,0.290,8,1.000,0.580,6.500,0.055,0.110,1.000,7,10,0,0.992,0.569,5.501,0.822,0.795,1231.394
689,COMPLETE,7.992,8,0.290,8,1.000,0.580,6.500,0.055,0.110,1.000,7,10,0,0.992,0.569,5.501,0.822,0.795,1219.956
690,COMPLETE,8.993,8,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,8,10,0,0.993,0.578,5.483,0.845,0.814,1206.789
691,COMPLETE,7.992,8,0.340,8,1.000,0.580,6.500,0.055,0.110,1.000,7,10,0,0.992,0.635,6.798,0.826,0.780,1274.702
692,COMPLETE,8.996,8,0.340,10,1.000,0.580,6.500,0.060,0.110,1.000,8,10,0,0.996,0.641,6.605,0.826,0.790,1305.735
693,COMPLETE,9.993,8,0.280,10,1.000,0.580,6.500,0.060,0.110,1.000,9,10,0,0.993,0.556,4.878,0.847,0.808,1219.736
694,COMPLETE,8.993,8,0.280,10,1.000,0.580,7.000,0.060,0.110,1.000,8,10,0,0.993,0.561,4.762,0.840,0.840,1231.955
695,COMPLETE,10.000,8,0.280,10,1.000,0.580,5.000,0.060,0.110,1.000,9,10,0,1.000,0.580,5.840,0.854,0.801,1216.799
696,COMPLETE,8.991,8,0.340,9,1.000,0.580,7.000,0.060,0.110,1.000,8,10,0,0.991,0.627,6.256,0.828,0.804,1282.607
697,COMPLETE,9.997,8,0.280,10,1.000,0.580,7.000,0.060,0.120,1.000,9,10,0,0.997,0.559,4.704,0.837,0.804,1221.763
698,COMPLETE,8.996,9,0.280,10,1.000,0.580,7.000,0.060,0.110,1.000,8,10,0,0.996,0.592,5.428,0.838,0.788,1277.478
699,COMPLETE,8.995,9,0.340,9,1.000,0.580,6.500,0.060,0.120,1.000,8,10,0,0.995,0.656,7.018,0.834,0.766,1301.803
700,COMPLETE,6.983,9,0.340,10,1.000,0.580,7.000,0.060,0.120,1.000,6,10,0,0.983,0.647,6.722,0.817,0.783,1314.191
701,COMPLETE,5.980,9,0.280,10,1.000,0.520,7.000,0.060,0.120,1.000,5,10,0,0.980,0.591,5.089,0.805,0.769,1260.263
702,COMPLETE,5.980,9,0.280,10,1.000,0.520,7.000,0.060,0.120,1.000,5,10,0,0.980,0.591,5.089,0.805,0.769,1263.236
703,COMPLETE,5.980,9,0.280,10,1.000,0.520,7.000,0.060,0.120,1.000,5,10,0,0.980,0.591,5.089,0.805,0.769,1262.289
704,COMPLETE,5.980,9,0.280,10,1.000,0.520,7.000,0.060,0.120,1.000,5,10,0,0.980,0.591,5.089,0.805,0.769,1262.083
705,COMPLETE,11.000,9,0.280,10,1.000,0.520,7.000,0.060,0.120,0.900,10,10,0,1.000,0.584,5.156,0.852,0.789,1267.148
706,COMPLETE,10.000,9,0.280,10,1.000,0.520,7.000,0.060,0.120,0.100,9,10,0,1.000,0.573,4.851,0.833,0.747,1196.235
707,COMPLETE,11.000,9,0.280,9,1.000,0.520,7.000,0.060,0.120,0.900,10,10,0,1.000,0.569,4.852,0.837,0.764,1252.483
708,COMPLETE,11.000,9,0.280,10,1.000,0.520,7.000,0.060,0.120,0.900,10,10,0,1.000,0.584,5.156,0.852,0.789,1265.167
709,COMPLETE,6.987,9,0.260,9,1.000,0.520,7.000,0.060,0.120,0.900,6,10,0,0.987,0.560,4.403,0.808,0.764,1234.904
710,COMPLETE,11.000,9,0.280,9,1.000,0.520,7.000,0.060,0.120,0.900,10,10,0,1.000,0.569,4.852,0.837,0.764,1248.464
711,COMPLETE,6.987,9,0.260,9,1.000,0.520,7.000,0.060,0.120,0.900,6,10,0,0.987,0.560,4.403,0.808,0.764,1228.441
712,COMPLETE,4.732,9,0.180,9,1.000,0.520,7.000,0.060,0.120,0.900,4,10,0,0.732,0.424,1.678,0.601,0.594,1142.343
713,COMPLETE,6.980,9,0.250,9,1.000,0.520,7.000,0.060,0.120,0.100,6,10,0,0.980,0.522,3.796,0.804,0.746,1184.368
714,COMPLETE,11.000,9,0.280,9,1.000,0.520,7.000,0.060,0.120,0.900,10,10,0,1.000,0.569,4.852,0.837,0.764,1251.723
715,COMPLETE,2.956,9,0.280,9,1.000,0.520,7.000,0.025,0.120,0.900,2,10,0,0.956,0.553,7.150,0.774,0.628,1178.609
716,COMPLETE,7.993,6,0.280,9,1.000,0.520,7.000,0.035,0.120,0.900,7,10,0,0.993,0.473,4.901,0.822,0.788,1077.187
717,COMPLETE,0.193,6,0.240,9,1.000,0.520,7.000,0.055,0.080,0.100,0,10,0,0.193,0.453,2.052,0.155,0.195,1103.370
718,COMPLETE,9.995,6,0.300,9,1.000,0.600,7.000,0.055,0.110,0.900,9,10,0,0.995,0.512,4.220,0.847,0.822,1166.588
719,COMPLETE,6.988,6,0.260,4,1.000,0.600,7.000,0.055,0.110,0.900,6,10,0,0.988,0.407,1.881,0.812,0.829,955.906
720,COMPLETE,11.000,8,0.260,9,1.000,0.600,7.000,0.055,0.080,0.900,10,10,0,1.000,0.553,4.991,0.880,0.846,1193.677
721,COMPLETE,11.000,6,0.260,9,1.000,0.600,7.000,0.040,0.110,0.900,10,10,0,1.000,0.450,4.265,0.856,0.808,1065.184
722,COMPLETE,9.995,6,0.300,9,1.000,0.600,7.000,0.055,0.110,0.900,9,10,0,0.995,0.512,4.220,0.847,0.822,1158.745
723,COMPLETE,4.551,6,0.260,9,1.000,0.600,7.000,0.055,0.110,0.900,4,10,0,0.551,0.467,2.721,0.468,0.454,1114.812
724,COMPLETE,7.999,8,0.250,9,1.000,0.600,7.000,0.055,0.110,0.900,7,10,0,0.999,0.522,4.237,0.833,0.795,1177.927
725,COMPLETE,9.996,8,0.300,12,1.000,0.600,7.000,0.055,0.080,0.900,9,10,0,0.996,0.606,6.169,0.850,0.849,1221.236
