seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
97,unsuccessful,flat,91,0.807,0.802,0.181,0.163,0.163,0.017,0.328,2.453,0.193,6.554,0.575,5.707
97,unsuccessful,flat,92,0.826,0.815,0.170,0.140,0.140,0.029,0.373,2.536,0.151,6.535,0.567,5.675
97,unsuccessful,flat,93,0.824,0.757,0.189,0.158,0.158,0.032,0.366,2.637,0.096,6.589,0.563,5.595
97,unsuccessful,flat,94,0.831,0.775,0.213,0.210,0.210,0.003,0.361,2.078,0.182,6.625,0.557,5.516
97,unsuccessful,flat,95,0.820,0.778,0.204,0.201,0.201,0.003,0.385,2.347,0.156,6.508,0.548,5.443
97,unsuccessful,flat,96,0.837,0.814,0.211,0.188,0.188,0.023,0.365,2.262,0.170,6.672,0.569,5.670
97,unsuccessful,flat,97,0.870,0.863,0.229,0.206,0.206,0.023,0.332,2.152,0.433,6.861,0.593,5.918
97,unsuccessful,flat,98,0.799,0.855,0.230,0.224,0.224,0.006,0.351,1.971,0.336,6.674,0.578,5.739
97,unsuccessful,flat,99,0.752,0.839,0.216,0.207,0.207,0.009,0.337,2.216,0.239,6.632,0.583,5.801
97,unsuccessful,flat,100,0.755,0.842,0.244,0.247,0.244,0.003,0.318,2.230,0.158,6.593,0.569,5.587
97,unsuccessful,flat,101,0.762,0.808,0.242,0.258,0.242,0.017,0.302,1.048,0.185,6.563,0.572,5.605
97,unsuccessful,flat,102,0.731,0.815,0.253,0.280,0.253,0.027,0.366,1.305,0.064,6.629,0.561,5.533
97,unsuccessful,flat,103,0.727,0.778,0.267,0.277,0.267,0.010,0.411,1.259,0.171,6.574,0.544,5.381
97,unsuccessful,flat,104,0.747,0.807,0.293,0.302,0.293,0.009,0.376,1.396,0.170,6.499,0.538,5.247
97,unsuccessful,flat,105,0.773,0.794,0.300,0.309,0.300,0.009,0.359,1.846,0.227,6.423,0.550,5.430
97,unsuccessful,flat,106,0.770,0.779,0.298,0.294,0.294,0.004,0.342,1.790,0.200,6.593,0.561,5.496
97,unsuccessful,flat,107,0.745,0.775,0.272,0.310,0.272,0.038,0.382,1.797,0.150,6.457,0.536,5.228
97,unsuccessful,flat,108,0.728,0.706,0.258,0.312,0.258,0.054,0.461,1.397,0.158,6.429,0.520,5.129
97,unsuccessful,flat,109,0.695,0.726,0.301,0.316,0.301,0.015,0.402,1.318,0.072,6.368,0.524,5.140
97,unsuccessful,flat,110,0.750,0.745,0.303,0.288,0.288,0.015,0.412,0.303,0.177,6.610,0.542,5.331
97,unsuccessful,flat,111,0.756,0.784,0.314,0.297,0.297,0.017,0.468,0.593,0.271,6.420,0.540,5.427
97,unsuccessful,flat,112,0.800,0.820,0.358,0.331,0.331,0.027,0.452,0.172,0.163,6.509,0.552,5.562
97,unsuccessful,flat,113,0.779,0.809,0.291,0.293,0.291,0.002,0.423,1.027,0.119,6.532,0.562,5.655
97,unsuccessful,flat,114,0.745,0.835,0.311,0.304,0.304,0.007,0.380,1.146,0.198,6.339,0.561,5.638
97,unsuccessful,flat,115,0.762,0.816,0.296,0.279,0.279,0.017,0.374,1.078,0.216,6.503,0.565,5.638
97,unsuccessful,flat,116,0.741,0.799,0.275,0.299,0.275,0.024,0.368,1.009,0.206,6.541,0.565,5.603
97,unsuccessful,flat,117,0.757,0.801,0.281,0.288,0.281,0.007,0.301,1.263,0.202,6.490,0.578,5.701
97,unsuccessful,flat,118,0.783,0.833,0.260,0.278,0.260,0.017,0.285,0.810,0.243,6.629,0.579,5.657
97,unsuccessful,flat,119,0.825,0.846,0.254,0.239,0.239,0.016,0.319,0.930,0.241,6.499,0.574,5.662
97,unsuccessful,flat,120,0.848,0.814,0.248,0.230,0.230,0.018,0.357,1.144,0.213,6.580,0.571,5.685
98,unsuccessful,flat,0,0.082,0.120,0.000,0.000,0.000,0.000,0.000,0.921,0.147,2.369,0.158,1.094
98,unsuccessful,flat,1,0.094,0.129,0.021,0.027,0.021,0.006,0.029,1.193,0.090,2.748,0.202,1.517
98,unsuccessful,flat,2,0.114,0.146,0.036,0.049,0.036,0.013,0.049,1.456,0.260,3.052,0.230,1.790
98,unsuccessful,flat,3,0.123,0.176,0.047,0.056,0.047,0.009,0.060,1.578,0.308,3.541,0.282,2.285
98,unsuccessful,flat,4,0.119,0.199,0.067,0.073,0.067,0.005,0.082,1.663,0.150,3.877,0.309,2.555
98,unsuccessful,flat,5,0.129,0.200,0.083,0.096,0.083,0.013,0.092,2.165,0.142,4.223,0.333,2.778
98,unsuccessful,flat,6,0.157,0.190,0.101,0.115,0.101,0.014,0.111,1.996,0.098,4.683,0.372,3.162
98,unsuccessful,flat,7,0.171,0.197,0.122,0.142,0.122,0.020,0.113,2.476,0.148,4.974,0.391,3.348
98,unsuccessful,flat,8,0.183,0.225,0.131,0.127,0.127,0.004,0.129,2.513,0.102,5.289,0.414,3.569
98,unsuccessful,flat,9,0.165,0.224,0.124,0.122,0.122,0.002,0.144,2.568,0.264,5.360,0.408,3.515
98,unsuccessful,flat,10,0.188,0.260,0.155,0.116,0.116,0.040,0.148,2.589,0.301,5.483,0.423,3.669
98,unsuccessful,flat,11,0.209,0.287,0.163,0.119,0.119,0.044,0.120,2.299,0.268,5.421,0.417,3.552
98,unsuccessful,flat,12,0.273,0.296,0.152,0.103,0.103,0.049,0.125,2.083,0.246,5.632,0.440,3.804
98,unsuccessful,flat,13,0.251,0.314,0.157,0.110,0.110,0.047,0.155,1.981,0.331,5.696,0.448,3.945
98,unsuccessful,flat,14,0.257,0.324,0.138,0.119,0.119,0.019,0.160,2.091,0.320,5.737,0.449,3.964
98,unsuccessful,flat,15,0.329,0.334,0.143,0.115,0.115,0.028,0.175,1.924,0.256,6.016,0.465,4.129
98,unsuccessful,flat,16,0.370,0.303,0.163,0.133,0.133,0.030,0.194,1.829,0.223,6.149,0.464,4.116
98,unsuccessful,flat,17,0.334,0.318,0.160,0.144,0.144,0.015,0.188,2.131,0.357,6.351,0.480,4.264
98,unsuccessful,flat,18,0.334,0.345,0.172,0.152,0.152,0.020,0.231,2.294,0.350,6.266,0.480,4.334
98,unsuccessful,flat,19,0.316,0.338,0.197,0.163,0.163,0.034,0.260,2.228,0.363,6.141,0.472,4.295
98,unsuccessful,flat,20,0.343,0.365,0.212,0.182,0.182,0.030,0.257,2.161,0.329,6.175,0.468,4.234
98,unsuccessful,flat,21,0.330,0.405,0.200,0.145,0.145,0.055,0.271,2.043,0.177,6.174,0.476,4.362
98,unsuccessful,flat,22,0.374,0.419,0.205,0.161,0.161,0.045,0.279,1.850,0.111,6.297,0.484,4.420
98,unsuccessful,flat,23,0.405,0.465,0.206,0.156,0.156,0.050,0.309,1.725,0.234,6.425,0.497,4.636
98,unsuccessful,flat,24,0.511,0.495,0.200,0.145,0.145,0.055,0.349,1.783,0.258,6.372,0.496,4.705
98,unsuccessful,flat,25,0.558,0.537,0.189,0.136,0.136,0.052,0.428,1.895,0.209,6.720,0.517,5.018
98,unsuccessful,flat,26,0.606,0.607,0.216,0.131,0.131,0.085,0.406,1.645,0.295,6.429,0.516,5.024
98,unsuccessful,flat,27,0.614,0.618,0.298,0.148,0.148,0.150,0.381,1.544,0.367,6.375,0.529,5.178
98,unsuccessful,flat,28,0.665,0.664,0.289,0.124,0.124,0.165,0.437,1.829,0.470,6.524,0.534,5.301
98,unsuccessful,flat,29,0.645,0.702,0.310,0.137,0.137,0.174,0.414,1.688,0.410,6.283,0.524,5.182
98,unsuccessful,flat,30,0.635,0.670,0.313,0.156,0.156,0.157,0.449,1.666,0.345,6.337,0.515,5.081
98,unsuccessful,flat,31,0.680,0.677,0.330,0.150,0.150,0.180,0.475,1.457,0.370,6.457,0.521,5.151
98,unsuccessful,flat,32,0.645,0.668,0.311,0.156,0.156,0.156,0.449,1.019,0.246,6.519,0.532,5.306
98,unsuccessful,flat,33,0.619,0.697,0.301,0.159,0.159,0.142,0.446,1.135,0.245,6.537,0.536,5.339
98,unsuccessful,flat,34,0.587,0.740,0.300,0.157,0.157,0.142,0.453,1.214,0.319,6.549,0.533,5.306
98,unsuccessful,flat,35,0.613,0.745,0.346,0.156,0.156,0.189,0.445,1.324,0.441,6.315,0.533,5.329
98,unsuccessful,flat,36,0.618,0.802,0.364,0.211,0.211,0.154,0.422,1.360,0.449,6.264,0.540,5.377
98,unsuccessful,flat,37,0.614,0.814,0.362,0.239,0.239,0.123,0.355,1.285,0.267,6.303,0.550,5.421
98,unsuccessful,flat,38,0.624,0.829,0.357,0.226,0.226,0.130,0.381,1.263,0.357,6.408,0.529,5.163
98,unsuccessful,flat,39,0.577,0.837,0.349,0.280,0.280,0.069,0.439,1.451,0.271,6.226,0.536,5.371
98,unsuccessful,flat,40,0.627,0.847,0.355,0.259,0.259,0.097,0.381,1.263,0.228,6.255,0.544,5.393
98,unsuccessful,flat,41,0.666,0.853,0.358,0.220,0.220,0.138,0.321,1.686,0.165,6.833,0.573,5.629
98,unsuccessful,flat,42,0.672,0.815,0.346,0.209,0.209,0.137,0.334,1.780,0.147,6.847,0.573,5.633
98,unsuccessful,flat,43,0.766,0.867,0.355,0.229,0.229,0.126,0.307,2.069,0.196,6.820,0.590,5.827
98,unsuccessful,flat,44,0.776,0.903,0.332,0.211,0.211,0.120,0.364,2.026,0.202,6.637,0.581,5.806
98,unsuccessful,flat,45,0.760,0.885,0.335,0.226,0.226,0.108,0.317,2.102,0.148,6.724,0.593,5.911
98,unsuccessful,flat,46,0.769,0.861,0.382,0.255,0.255,0.126,0.321,1.841,0.213,6.776,0.585,5.774
98,unsuccessful,flat,47,0.728,0.843,0.398,0.266,0.266,0.132,0.333,1.403,0.115,6.680,0.568,5.588
98,unsuccessful,flat,48,0.766,0.885,0.391,0.265,0.265,0.126,0.295,0.314,0.149,6.738,0.581,5.704
98,unsuccessful,flat,49,0.723,0.879,0.375,0.256,0.256,0.118,0.267,0.993,0.135,6.671,0.581,5.670
98,unsuccessful,flat,50,0.643,0.890,0.338,0.255,0.255,0.082,0.271,1.207,0.191,6.874,0.576,5.536
98,unsuccessful,flat,51,0.659,0.853,0.324,0.259,0.259,0.065,0.255,0.930,0.127,6.779,0.579,5.584
98,unsuccessful,flat,52,0.718,0.884,0.364,0.292,0.292,0.072,0.271,1.002,0.105,6.572,0.576,5.616
98,unsuccessful,flat,53,0.693,0.887,0.361,0.343,0.343,0.017,0.299,0.930,0.129,6.394,0.554,5.377
98,unsuccessful,flat,54,0.688,0.887,0.347,0.309,0.309,0.038,0.291,0.310,0.117,6.800,0.574,5.605
98,unsuccessful,flat,55,0.656,0.871,0.325,0.274,0.274,0.051,0.239,0.155,0.166,6.660,0.575,5.575
98,unsuccessful,flat,56,0.652,0.868,0.300,0.254,0.254,0.046,0.250,3.112,0.229,6.615,0.575,5.598
98,unsuccessful,flat,57,0.682,0.848,0.299,0.238,0.238,0.061,0.261,2.622,0.091,6.783,0.584,5.689
98,unsuccessful,flat,58,0.634,0.829,0.242,0.190,0.190,0.052,0.295,0.400,0.096,6.827,0.577,5.636
98,unsuccessful,flat,59,0.628,0.807,0.233,0.173,0.173,0.060,0.258,0.125,0.014,6.889,0.575,5.539
98,unsuccessful,flat,60,0.596,0.803,0.191,0.152,0.152,0.039,0.225,2.361,0.120,6.920,0.596,5.786
98,unsuccessful,flat,61,0.660,0.829,0.267,0.146,0.146,0.121,0.178,2.476,0.171,6.911,0.596,5.709
98,unsuccessful,flat,62,0.655,0.804,0.282,0.156,0.156,0.125,0.167,2.670,0.249,6.888,0.598,5.722
98,unsuccessful,flat,63,0.635,0.778,0.227,0.178,0.178,0.049,0.197,2.679,0.219,6.995,0.599,5.766
98,unsuccessful,flat,64,0.628,0.778,0.235,0.159,0.159,0.076,0.221,0.057,0.092,6.891,0.586,5.628
98,unsuccessful,flat,65,0.608,0.759,0.205,0.142,0.142,0.063,0.239,0.088,0.140,6.737,0.579,5.586
98,unsuccessful,flat,66,0.640,0.783,0.222,0.121,0.121,0.100,0.244,2.965,0.168,6.955,0.581,5.581
98,unsuccessful,flat,67,0.631,0.815,0.247,0.110,0.110,0.137,0.271,2.969,0.099,7.001,0.581,5.591
98,unsuccessful,flat,68,0.665,0.806,0.271,0.120,0.120,0.152,0.291,3.140,0.191,6.883,0.578,5.622
98,unsuccessful,flat,69,0.654,0.818,0.306,0.129,0.129,0.177,0.283,3.080,0.251,6.764,0.562,5.397
98,unsuccessful,flat,70,0.694,0.845,0.281,0.107,0.107,0.174,0.295,0.008,0.395,6.598,0.580,5.702
98,unsuccessful,flat,71,0.743,0.885,0.294,0.122,0.122,0.172,0.303,0.062,0.359,6.586,0.585,5.797
98,unsuccessful,flat,72,0.773,0.899,0.253,0.116,0.116,0.137,0.285,0.020,0.248,6.829,0.609,6.073
98,unsuccessful,flat,73,0.792,0.878,0.220,0.104,0.104,0.116,0.288,0.212,0.157,6.682,0.604,6.048
98,unsuccessful,flat,74,0.790,0.864,0.223,0.087,0.087,0.136,0.282,0.466,0.181,6.832,0.608,6.050
98,unsuccessful,flat,75,0.800,0.873,0.230,0.096,0.096,0.133,0.252,0.521,0.177,6.826,0.600,5.885
98,unsuccessful,flat,76,0.795,0.850,0.235,0.101,0.101,0.134,0.199,0.229,0.244,6.842,0.613,5.962
98,unsuccessful,flat,77,0.773,0.849,0.247,0.116,0.116,0.131,0.196,0.366,0.169,6.795,0.615,6.000
98,unsuccessful,flat,78,0.775,0.803,0.209,0.112,0.112,0.097,0.194,0.134,0.155,6.526,0.602,5.872
98,unsuccessful,flat,79,0.811,0.830,0.175,0.102,0.102,0.073,0.240,3.139,0.096,6.433,0.598,5.919
98,unsuccessful,flat,80,0.787,0.817,0.203,0.119,0.119,0.084,0.270,2.971,0.192,6.466,0.584,5.765
98,unsuccessful,flat,81,0.796,0.836,0.205,0.125,0.125,0.080,0.293,2.555,0.091,6.221,0.586,5.897
98,unsuccessful,flat,82,0.801,0.823,0.185,0.110,0.110,0.075,0.299,2.272,0.195,6.204,0.580,5.828
98,unsuccessful,flat,83,0.797,0.801,0.175,0.112,0.112,0.063,0.318,2.370,0.272,6.328,0.566,5.641
98,unsuccessful,flat,84,0.795,0.793,0.194,0.135,0.135,0.059,0.273,2.581,0.296,6.534,0.574,5.645
98,unsuccessful,flat,85,0.774,0.813,0.212,0.137,0.137,0.074,0.302,2.473,0.243,6.549,0.585,5.847
98,unsuccessful,flat,86,0.759,0.849,0.193,0.133,0.133,0.060,0.288,2.497,0.466,6.457,0.587,5.864
98,unsuccessful,flat,87,0.760,0.841,0.213,0.123,0.123,0.090,0.274,2.318,0.324,6.537,0.585,5.778
98,unsuccessful,flat,88,0.789,0.853,0.223,0.118,0.118,0.105,0.301,2.309,0.212,6.264,0.574,5.727
98,unsuccessful,flat,89,0.816,0.856,0.205,0.130,0.130,0.075,0.339,2.490,0.122,6.362,0.582,5.863
98,unsuccessful,flat,90,0.807,0.782,0.243,0.137,0.137,0.106,0.298,0.228,0.041,6.605,0.569,5.555
98,unsuccessful,flat,91,0.795,0.811,0.196,0.138,0.138,0.059,0.292,3.125,0.157,6.461,0.580,5.745
98,unsuccessful,flat,92,0.802,0.834,0.185,0.105,0.105,0.080,0.309,2.915,0.119,6.451,0.583,5.797
98,unsuccessful,flat,93,0.792,0.835,0.193,0.114,0.114,0.079,0.300,0.071,0.180,6.795,0.604,6.013
98,unsuccessful,flat,94,0.770,0.825,0.211,0.111,0.111,0.099,0.298,0.090,0.094,6.667,0.587,5.787
98,unsuccessful,flat,95,0.793,0.821,0.223,0.111,0.111,0.112,0.318,2.245,0.111,6.604,0.582,5.786
98,unsuccessful,flat,96,0.790,0.828,0.208,0.118,0.118,0.090,0.318,2.473,0.066,6.624,0.585,5.816
98,unsuccessful,flat,97,0.786,0.831,0.181,0.127,0.127,0.053,0.303,2.885,0.181,6.593,0.584,5.793
98,unsuccessful,flat,98,0.760,0.823,0.202,0.149,0.149,0.053,0.340,0.037,0.146,6.955,0.583,5.772
98,unsuccessful,flat,99,0.758,0.852,0.189,0.140,0.140,0.049,0.354,0.235,0.183,6.916,0.588,5.865
98,unsuccessful,flat,100,0.790,0.829,0.149,0.141,0.141,0.008,0.350,0.073,0.184,6.851,0.589,5.884
98,unsuccessful,flat,101,0.803,0.834,0.178,0.144,0.144,0.034,0.334,0.387,0.308,7.026,0.599,5.979
98,unsuccessful,flat,102,0.781,0.861,0.207,0.142,0.142,0.066,0.313,0.570,0.230,7.086,0.601,5.954
98,unsuccessful,flat,103,0.832,0.873,0.195,0.122,0.122,0.074,0.277,0.957,0.093,6.820,0.604,5.973
98,unsuccessful,flat,104,0.832,0.884,0.179,0.138,0.138,0.042,0.265,1.041,0.166,6.753,0.616,6.135
98,unsuccessful,flat,105,0.832,0.879,0.213,0.142,0.142,0.071,0.269,1.868,0.152,6.765,0.598,5.864
98,unsuccessful,flat,106,0.836,0.888,0.233,0.146,0.146,0.087,0.235,2.522,0.090,6.635,0.608,5.990
98,unsuccessful,flat,107,0.826,0.876,0.189,0.106,0.106,0.083,0.266,2.062,0.129,6.737,0.601,5.951
98,unsuccessful,flat,108,0.810,0.873,0.206,0.115,0.115,0.091,0.294,1.598,0.022,6.581,0.588,5.837
98,unsuccessful,flat,109,0.796,0.889,0.185,0.109,0.109,0.076,0.290,1.603,0.067,6.551,0.584,5.765
98,unsuccessful,flat,110,0.805,0.885,0.173,0.094,0.094,0.079,0.279,1.506,0.045,6.310,0.586,5.846
98,unsuccessful,flat,111,0.776,0.902,0.198,0.110,0.110,0.088,0.314,0.237,0.018,6.166,0.573,5.739
98,unsuccessful,flat,112,0.775,0.908,0.255,0.147,0.147,0.107,0.323,2.697,0.045,6.154,0.569,5.682
98,unsuccessful,flat,113,0.782,0.891,0.212,0.120,0.120,0.092,0.272,2.638,0.186,6.114,0.581,5.801
98,unsuccessful,flat,114,0.789,0.895,0.197,0.119,0.119,0.078,0.219,2.643,0.201,6.015,0.589,5.844
98,unsuccessful,flat,115,0.781,0.884,0.197,0.138,0.138,0.059,0.205,2.814,0.169,5.991,0.582,5.740
98,unsuccessful,flat,116,0.786,0.833,0.240,0.145,0.145,0.095,0.185,2.881,0.153,6.123,0.586,5.723
98,unsuccessful,flat,117,0.794,0.839,0.216,0.173,0.173,0.043,0.177,2.172,0.081,6.178,0.586,5.717
98,unsuccessful,flat,118,0.808,0.805,0.196,0.163,0.163,0.034,0.216,2.072,0.119,6.167,0.571,5.585
98,unsuccessful,flat,119,0.801,0.789,0.191,0.161,0.161,0.030,0.204,2.495,0.185,6.411,0.589,5.725
98,unsuccessful,flat,120,0.807,0.783,0.164,0.171,0.164,0.006,0.222,2.699,0.313,6.524,0.585,5.688
99,unsuccessful,flat,0,0.082,0.109,0.000,0.000,0.000,0.000,0.000,0.184,0.161,2.424,0.162,1.119
99,unsuccessful,flat,1,0.085,0.121,0.029,0.031,0.029,0.002,0.024,2.808,0.089,2.819,0.200,1.476
99,unsuccessful,flat,2,0.081,0.130,0.046,0.053,0.046,0.008,0.048,2.744,0.169,3.353,0.255,2.010
99,unsuccessful,flat,3,0.092,0.126,0.052,0.068,0.052,0.016,0.060,3.129,0.038,3.791,0.294,2.383
99,unsuccessful,flat,4,0.104,0.129,0.090,0.118,0.090,0.028,0.064,0.026,0.079,4.149,0.328,2.719
99,unsuccessful,flat,5,0.118,0.133,0.093,0.142,0.093,0.049,0.081,0.053,0.153,4.570,0.365,3.076
99,unsuccessful,flat,6,0.126,0.162,0.111,0.160,0.111,0.048,0.094,0.178,0.241,4.701,0.375,3.174
99,unsuccessful,flat,7,0.155,0.204,0.135,0.175,0.135,0.040,0.100,0.052,0.321,4.921,0.383,3.245
99,unsuccessful,flat,8,0.146,0.207,0.128,0.176,0.128,0.048,0.111,0.083,0.345,5.108,0.390,3.305
99,unsuccessful,flat,9,0.142,0.239,0.175,0.198,0.175,0.023,0.133,3.047,0.288,5.376,0.416,3.603
99,unsuccessful,flat,10,0.155,0.270,0.190,0.200,0.190,0.009,0.110,2.811,0.208,5.660,0.436,3.738
99,unsuccessful,flat,11,0.150,0.284,0.198,0.241,0.198,0.043,0.149,2.774,0.263,6.008,0.445,3.829
99,unsuccessful,flat,12,0.164,0.282,0.194,0.247,0.194,0.053,0.154,2.960,0.348,6.118,0.454,3.924
99,unsuccessful,flat,13,0.170,0.283,0.187,0.236,0.187,0.049,0.164,3.006,0.342,6.240,0.463,4.039
99,unsuccessful,flat,14,0.177,0.283,0.235,0.274,0.235,0.039,0.178,3.077,0.417,6.359,0.467,4.072
99,unsuccessful,flat,15,0.208,0.302,0.270,0.293,0.270,0.023,0.164,3.095,0.376,6.550,0.482,4.225
99,unsuccessful,flat,16,0.254,0.287,0.263,0.274,0.263,0.011,0.165,2.855,0.301,6.674,0.479,4.142
99,unsuccessful,flat,17,0.258,0.269,0.265,0.274,0.265,0.009,0.144,0.057,0.127,6.415,0.470,4.046
99,unsuccessful,flat,18,0.303,0.264,0.206,0.265,0.206,0.058,0.146,2.924,0.041,6.302,0.484,4.276
99,unsuccessful,flat,19,0.329,0.254,0.212,0.265,0.212,0.053,0.196,3.013,0.119,6.318,0.472,4.177
99,unsuccessful,flat,20,0.385,0.283,0.201,0.323,0.201,0.122,0.209,2.609,0.293,6.599,0.481,4.242
99,unsuccessful,flat,21,0.382,0.321,0.199,0.324,0.199,0.125,0.211,2.887,0.317,6.454,0.484,4.308
99,unsuccessful,flat,22,0.359,0.301,0.172,0.276,0.172,0.103,0.222,0.086,0.159,6.585,0.485,4.307
99,unsuccessful,flat,23,0.406,0.362,0.180,0.255,0.180,0.075,0.196,0.338,0.086,6.324,0.489,4.373
99,unsuccessful,flat,24,0.401,0.369,0.192,0.293,0.192,0.101,0.218,3.102,0.152,6.711,0.507,4.579
99,unsuccessful,flat,25,0.391,0.370,0.232,0.298,0.232,0.066,0.234,0.232,0.126,6.538,0.492,4.428
99,unsuccessful,flat,26,0.413,0.378,0.235,0.326,0.235,0.091,0.246,0.036,0.303,6.567,0.504,4.595
99,unsuccessful,flat,27,0.418,0.372,0.259,0.312,0.259,0.053,0.238,0.414,0.349,6.472,0.488,4.400
99,unsuccessful,flat,28,0.403,0.376,0.291,0.327,0.291,0.036,0.251,0.552,0.249,6.524,0.498,4.544
99,unsuccessful,flat,29,0.454,0.432,0.252,0.276,0.252,0.024,0.228,0.581,0.260,6.362,0.499,4.564
99,unsuccessful,flat,30,0.528,0.445,0.263,0.316,0.263,0.053,0.165,0.769,0.231,6.238,0.506,4.594
99,unsuccessful,flat,31,0.554,0.434,0.257,0.291,0.257,0.034,0.193,1.032,0.115,6.303,0.510,4.679
99,unsuccessful,flat,32,0.540,0.431,0.236,0.267,0.236,0.031,0.221,1.556,0.141,6.512,0.515,4.752
99,unsuccessful,flat,33,0.504,0.414,0.226,0.240,0.226,0.014,0.246,1.734,0.107,6.550,0.502,4.595
99,unsuccessful,flat,34,0.492,0.424,0.239,0.210,0.210,0.028,0.275,1.585,0.029,6.845,0.514,4.732
99,unsuccessful,flat,35,0.470,0.460,0.176,0.177,0.176,0.001,0.319,1.587,0.143,6.828,0.516,4.805
99,unsuccessful,flat,36,0.458,0.410,0.169,0.191,0.169,0.023,0.343,1.273,0.223,6.750,0.506,4.721
99,unsuccessful,flat,37,0.492,0.439,0.149,0.214,0.149,0.066,0.344,1.207,0.223,6.690,0.511,4.785
99,unsuccessful,flat,38,0.461,0.452,0.139,0.207,0.139,0.069,0.320,0.991,0.315,6.491,0.502,4.680
99,unsuccessful,flat,39,0.495,0.470,0.156,0.225,0.156,0.069,0.327,1.079,0.258,6.233,0.499,4.703
99,unsuccessful,flat,40,0.530,0.546,0.171,0.182,0.171,0.011,0.283,0.594,0.262,6.396,0.536,5.127
99,unsuccessful,flat,41,0.523,0.565,0.185,0.170,0.170,0.015,0.292,0.528,0.199,6.326,0.541,5.218
99,unsuccessful,flat,42,0.548,0.595,0.195,0.174,0.174,0.021,0.309,0.792,0.236,6.184,0.548,5.375
99,unsuccessful,flat,43,0.546,0.620,0.171,0.161,0.161,0.009,0.331,2.672,0.027,6.262,0.541,5.283
99,unsuccessful,flat,44,0.538,0.598,0.204,0.205,0.204,0.000,0.301,2.707,0.066,6.557,0.553,5.351
99,unsuccessful,flat,45,0.597,0.640,0.187,0.213,0.187,0.026,0.263,2.979,0.163,6.521,0.567,5.495
99,unsuccessful,flat,46,0.666,0.724,0.156,0.204,0.156,0.048,0.271,3.111,0.158,6.613,0.569,5.532
99,unsuccessful,flat,47,0.672,0.745,0.168,0.238,0.168,0.071,0.249,3.105,0.256,6.602,0.575,5.588
99,unsuccessful,flat,48,0.676,0.730,0.191,0.246,0.191,0.055,0.240,0.268,0.266,6.718,0.574,5.534
99,unsuccessful,flat,49,0.640,0.712,0.199,0.271,0.199,0.072,0.251,0.170,0.249,6.457,0.566,5.496
99,unsuccessful,flat,50,0.750,0.797,0.201,0.276,0.201,0.075,0.251,3.037,0.411,6.665,0.580,5.641
99,unsuccessful,flat,51,0.763,0.838,0.192,0.274,0.192,0.083,0.187,2.917,0.457,6.607,0.602,5.853
99,unsuccessful,flat,52,0.750,0.849,0.212,0.273,0.212,0.061,0.198,2.912,0.533,6.601,0.602,5.889
99,unsuccessful,flat,53,0.725,0.833,0.194,0.251,0.194,0.057,0.180,3.026,0.432,6.637,0.604,5.870
99,unsuccessful,flat,54,0.774,0.846,0.178,0.252,0.178,0.074,0.159,2.781,0.378,6.663,0.616,5.995
99,unsuccessful,flat,55,0.798,0.851,0.207,0.302,0.207,0.096,0.169,2.765,0.297,6.423,0.597,5.775
99,unsuccessful,flat,56,0.790,0.825,0.191,0.268,0.191,0.077,0.169,2.842,0.090,6.674,0.601,5.795
99,unsuccessful,flat,57,0.821,0.817,0.187,0.253,0.187,0.066,0.197,2.809,0.080,6.848,0.607,5.887
99,unsuccessful,flat,58,0.815,0.863,0.186,0.255,0.186,0.069,0.189,1.106,0.176,6.893,0.624,6.116
99,unsuccessful,flat,59,0.807,0.871,0.195,0.268,0.195,0.073,0.176,1.360,0.241,6.758,0.617,6.031
99,unsuccessful,flat,60,0.806,0.821,0.215,0.256,0.215,0.041,0.184,1.378,0.159,6.814,0.616,6.021
99,unsuccessful,flat,61,0.794,0.808,0.224,0.274,0.224,0.050,0.224,0.293,0.084,6.694,0.587,5.700
99,unsuccessful,flat,62,0.764,0.812,0.232,0.221,0.221,0.011,0.222,0.570,0.067,6.572,0.580,5.629
99,unsuccessful,flat,63,0.726,0.790,0.245,0.224,0.224,0.021,0.232,2.761,0.077,6.614,0.569,5.489
99,unsuccessful,flat,64,0.734,0.790,0.233,0.230,0.230,0.003,0.214,2.063,0.055,6.814,0.582,5.573
99,unsuccessful,flat,65,0.738,0.813,0.235,0.216,0.216,0.019,0.220,0.580,0.157,6.848,0.590,5.699
99,unsuccessful,flat,66,0.692,0.803,0.245,0.241,0.241,0.005,0.198,0.788,0.195,6.677,0.587,5.656
99,unsuccessful,flat,67,0.721,0.850,0.284,0.245,0.245,0.039,0.265,0.793,0.083,6.883,0.581,5.623
99,unsuccessful,flat,68,0.723,0.863,0.295,0.242,0.242,0.053,0.272,1.469,0.208,7.058,0.594,5.788
99,unsuccessful,flat,69,0.684,0.829,0.314,0.246,0.246,0.068,0.244,1.423,0.221,6.810,0.581,5.585
99,unsuccessful,flat,70,0.693,0.838,0.309,0.245,0.245,0.064,0.247,1.556,0.266,6.749,0.589,5.722
99,unsuccessful,flat,71,0.705,0.845,0.323,0.218,0.218,0.105,0.261,1.746,0.370,6.694,0.583,5.675
