number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
74,COMPLETE,3.882,101,7,0.370,8,1.000,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.664,8.312,0.896,0.734,0.700,0.700
74,COMPLETE,3.882,102,7,0.370,8,1.000,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.654,8.345,0.908,0.781,0.727,0.727
74,COMPLETE,3.882,103,7,0.370,8,1.000,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.652,0.630,6.767,0.564,0.326,0.397,0.326
74,COMPLETE,3.882,104,7,0.370,8,1.000,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.648,7.879,0.848,0.806,0.776,0.776
75,COMPLETE,3.800,100,7,0.380,8,1.000,0.410,5.000,0.045,0.090,0.060,0.700,true,false,1.000,0.653,7.431,0.809,0.790,0.761,0.761
75,COMPLETE,3.800,101,7,0.380,8,1.000,0.410,5.000,0.045,0.090,0.060,0.700,true,false,1.000,0.665,7.902,0.874,0.798,0.844,0.798
75,COMPLETE,3.800,102,7,0.380,8,1.000,0.410,5.000,0.045,0.090,0.060,0.700,true,false,1.000,0.684,8.195,0.826,0.851,0.848,0.848
75,COMPLETE,3.800,103,7,0.380,8,1.000,0.410,5.000,0.045,0.090,0.060,0.700,false,false,0.279,0.694,6.617,0.223,0.198,0.209,0.198
75,COMPLETE,3.800,104,7,0.380,8,1.000,0.410,5.000,0.045,0.090,0.060,0.700,false,false,0.723,0.639,6.832,0.605,0.361,0.432,0.361
76,COMPLETE,4.860,100,7,0.380,9,1.000,0.420,5.000,0.045,0.090,0.060,0.900,false,false,0.302,0.701,6.878,0.241,0.240,0.214,0.214
76,COMPLETE,4.860,101,7,0.380,9,1.000,0.420,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.637,7.531,0.824,0.620,0.623,0.620
76,COMPLETE,4.860,102,7,0.380,9,1.000,0.420,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.694,8.398,0.812,0.839,0.834,0.834
76,COMPLETE,4.860,103,7,0.380,9,1.000,0.420,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.638,7.890,0.906,0.810,0.816,0.810
76,COMPLETE,4.860,104,7,0.380,9,1.000,0.420,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.680,8.286,0.871,0.790,0.828,0.790
77,COMPLETE,4.904,100,7,0.370,8,1.000,0.400,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.650,7.483,0.855,0.817,0.829,0.817
77,COMPLETE,4.904,101,7,0.370,8,1.000,0.400,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.654,7.496,0.867,0.844,0.834,0.834
77,COMPLETE,4.904,102,7,0.370,8,1.000,0.400,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.653,7.709,0.854,0.769,0.775,0.769
77,COMPLETE,4.904,103,7,0.370,8,1.000,0.400,5.000,0.045,0.090,0.060,0.900,false,false,0.518,0.608,6.347,0.703,0.259,0.320,0.259
77,COMPLETE,4.904,104,7,0.370,8,1.000,0.400,5.000,0.045,0.090,0.060,0.900,true,false,1.000,0.646,7.653,0.874,0.691,0.704,0.691
78,COMPLETE,3.972,100,7,0.380,9,1.000,0.400,5.000,0.045,0.080,0.060,0.900,false,false,0.989,0.665,7.510,0.791,0.704,0.750,0.704
78,COMPLETE,3.972,101,7,0.380,9,1.000,0.400,5.000,0.045,0.080,0.060,0.900,true,false,1.000,0.707,8.430,0.874,0.850,0.786,0.786
78,COMPLETE,3.972,102,7,0.380,9,1.000,0.400,5.000,0.045,0.080,0.060,0.900,false,false,0.873,0.622,6.782,0.699,0.437,0.572,0.437
78,COMPLETE,3.972,103,7,0.380,9,1.000,0.400,5.000,0.045,0.080,0.060,0.900,true,false,1.000,0.671,8.093,0.886,0.699,0.749,0.699
78,COMPLETE,3.972,104,7,0.380,9,1.000,0.400,5.000,0.045,0.080,0.060,0.900,true,false,1.000,0.715,8.800,0.906,0.830,0.810,0.810
79,COMPLETE,4.959,100,8,0.380,9,1.000,0.410,5.000,0.030,0.080,0.060,0.900,true,false,1.000,0.685,9.380,0.903,0.772,0.750,0.750
79,COMPLETE,4.959,101,8,0.380,9,1.000,0.410,5.000,0.030,0.080,0.060,0.900,true,false,1.000,0.703,9.439,0.835,0.840,0.873,0.840
79,COMPLETE,4.959,102,8,0.380,9,1.000,0.410,5.000,0.030,0.080,0.060,0.900,false,false,0.797,0.690,8.675,0.638,0.543,0.520,0.520
79,COMPLETE,4.959,103,8,0.380,9,1.000,0.410,5.000,0.030,0.080,0.060,0.900,true,false,1.000,0.681,9.200,0.869,0.731,0.710,0.710
79,COMPLETE,4.959,104,8,0.380,9,1.000,0.410,5.000,0.030,0.080,0.060,0.900,true,false,1.000,0.676,9.104,0.884,0.655,0.679,0.655
80,COMPLETE,1.655,100,8,0.280,9,1.000,0.410,5.000,0.030,0.080,0.050,0.600,true,false,1.000,0.605,7.514,0.800,0.755,0.863,0.755
80,COMPLETE,1.655,101,8,0.280,9,1.000,0.410,5.000,0.030,0.080,0.050,0.600,false,false,0.504,0.585,6.314,0.412,0.252,0.277,0.252
80,COMPLETE,1.655,102,8,0.280,9,1.000,0.410,5.000,0.030,0.080,0.050,0.600,false,false,0.296,0.558,6.541,0.697,0.183,0.148,0.148
80,COMPLETE,1.655,103,8,0.280,9,1.000,0.410,5.000,0.030,0.080,0.050,0.600,false,false,0.907,0.543,6.453,0.726,0.567,0.599,0.567
80,COMPLETE,1.655,104,8,0.280,9,1.000,0.410,5.000,0.030,0.080,0.050,0.600,false,false,0.570,0.569,6.409,0.564,0.373,0.285,0.285
81,COMPLETE,3.933,100,8,0.280,6,1.100,0.310,5.000,0.030,0.080,0.050,0.900,false,false,0.749,0.525,6.746,0.861,0.375,0.413,0.375
81,COMPLETE,3.933,101,8,0.280,6,1.100,0.310,5.000,0.030,0.080,0.050,0.900,true,false,1.000,0.568,7.424,0.886,0.605,0.685,0.605
81,COMPLETE,3.933,102,8,0.280,6,1.100,0.310,5.000,0.030,0.080,0.050,0.900,true,false,1.000,0.568,7.481,0.884,0.819,0.775,0.775
81,COMPLETE,3.933,103,8,0.280,6,1.100,0.310,5.000,0.030,0.080,0.050,0.900,true,false,1.000,0.553,7.095,0.843,0.663,0.667,0.663
81,COMPLETE,3.933,104,8,0.280,6,1.100,0.310,5.000,0.030,0.080,0.050,0.900,false,false,0.914,0.558,7.063,0.794,0.610,0.457,0.457
82,COMPLETE,2.791,100,8,0.280,6,1.100,0.440,5.000,0.030,0.080,0.050,0.600,false,false,0.643,0.542,7.235,0.729,0.321,0.371,0.321
82,COMPLETE,2.791,101,8,0.280,6,1.100,0.440,5.000,0.030,0.080,0.050,0.600,true,false,1.000,0.564,8.053,0.883,0.826,0.848,0.826
82,COMPLETE,2.791,102,8,0.280,6,1.100,0.440,5.000,0.030,0.080,0.050,0.600,true,false,1.000,0.572,8.181,0.890,0.808,0.695,0.695
82,COMPLETE,2.791,103,8,0.280,6,1.100,0.440,5.000,0.030,0.080,0.050,0.600,false,false,0.416,0.532,7.246,0.825,0.289,0.208,0.208
82,COMPLETE,2.791,104,8,0.280,6,1.100,0.440,5.000,0.030,0.080,0.050,0.600,false,false,0.897,0.537,7.191,0.718,0.454,0.710,0.454
83,COMPLETE,2.726,100,8,0.350,6,1.100,0.310,5.000,0.035,0.080,0.050,0.600,false,false,0.550,0.635,7.711,0.565,0.275,0.327,0.275
83,COMPLETE,2.726,101,8,0.350,6,1.100,0.310,5.000,0.035,0.080,0.050,0.600,true,false,1.000,0.610,8.176,0.893,0.768,0.744,0.744
83,COMPLETE,2.726,102,8,0.350,6,1.100,0.310,5.000,0.035,0.080,0.050,0.600,true,false,1.000,0.614,8.175,0.882,0.776,0.862,0.776
83,COMPLETE,2.726,103,8,0.350,6,1.100,0.310,5.000,0.035,0.080,0.050,0.600,false,false,0.659,0.620,8.151,0.863,0.430,0.329,0.329
83,COMPLETE,2.726,104,8,0.350,6,1.100,0.310,5.000,0.035,0.080,0.050,0.600,false,false,0.419,0.613,7.780,0.788,0.209,0.216,0.209
84,COMPLETE,4.972,100,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.050,0.600,true,false,1.000,0.600,6.621,0.917,0.710,0.514,0.514
84,COMPLETE,4.972,101,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.050,0.600,true,false,1.000,0.622,6.846,0.886,0.850,0.807,0.807
84,COMPLETE,4.972,102,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.050,0.600,false,false,0.860,0.558,5.652,0.688,0.648,0.626,0.626
84,COMPLETE,4.972,103,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.050,0.600,true,false,1.000,0.634,6.916,0.851,0.788,0.780,0.780
84,COMPLETE,4.972,104,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.050,0.600,true,false,1.000,0.601,6.414,0.877,0.860,0.677,0.677
85,COMPLETE,6.000,100,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.080,0.600,true,false,1.000,0.613,6.587,0.822,0.817,0.759,0.759
85,COMPLETE,6.000,101,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.080,0.600,true,false,1.000,0.589,6.282,0.827,0.758,0.821,0.758
85,COMPLETE,6.000,102,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.080,0.600,true,false,1.000,0.616,6.614,0.816,0.745,0.799,0.745
85,COMPLETE,6.000,103,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.080,0.600,true,false,1.000,0.641,7.106,0.885,0.827,0.832,0.827
85,COMPLETE,6.000,104,7,0.350,7,0.900,0.440,5.000,0.035,0.090,0.080,0.600,true,false,1.000,0.587,6.192,0.824,0.511,0.671,0.511
86,COMPLETE,3.922,100,7,0.350,7,0.900,0.280,5.000,0.035,0.090,0.070,0.600,true,false,1.000,0.603,5.898,0.811,0.770,0.805,0.770
86,COMPLETE,3.922,101,7,0.350,7,0.900,0.280,5.000,0.035,0.090,0.070,0.600,false,false,0.621,0.565,4.891,0.497,0.411,0.358,0.358
86,COMPLETE,3.922,102,7,0.350,7,0.900,0.280,5.000,0.035,0.090,0.070,0.600,false,false,0.988,0.614,5.982,0.790,0.805,0.812,0.805
86,COMPLETE,3.922,103,7,0.350,7,0.900,0.280,5.000,0.035,0.090,0.070,0.600,true,false,1.000,0.637,6.275,0.851,0.781,0.880,0.781
86,COMPLETE,3.922,104,7,0.350,7,0.900,0.280,5.000,0.035,0.090,0.070,0.600,true,false,1.000,0.591,5.748,0.825,0.803,0.760,0.760
87,COMPLETE,6.000,100,7,0.340,7,0.900,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.615,6.719,0.893,0.728,0.717,0.717
87,COMPLETE,6.000,101,7,0.340,7,0.900,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.623,6.647,0.882,0.810,0.757,0.757
87,COMPLETE,6.000,102,7,0.340,7,0.900,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.617,6.542,0.814,0.809,0.772,0.772
87,COMPLETE,6.000,103,7,0.340,7,0.900,0.440,5.000,0.035,0.090,0.080,0.800,true,false,1.000,0.601,6.483,0.866,0.812,0.692,0.692
