number,state,value,seed,food_site_count,food_site_radius,food_site_capacity,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_dance_propensity
16,COMPLETE,0.162,103,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.147,0.193,0.787,0.117,0.146,0.146,0.146,0.724
16,COMPLETE,0.162,104,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.136,0.173,0.768,0.109,0.090,0.090,0.090,0.663
16,COMPLETE,0.162,105,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.112,0.181,0.680,0.090,0.213,0.213,0.213,0.734
16,COMPLETE,0.162,106,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.159,0.187,0.657,0.128,0.305,0.305,0.305,0.870
16,COMPLETE,0.162,107,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.209,0.162,0.703,0.167,0.250,0.250,0.250,0.876
16,COMPLETE,0.162,108,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.081,0.175,0.690,0.065,0.259,0.259,0.259,0.789
16,COMPLETE,0.162,109,7,165.000,6,0.400,5750.000,3.750000e-05,0.050,1.000,false,false,0.197,0.179,0.708,0.158,0.198,0.198,0.198,0.448
17,COMPLETE,0.178,100,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.101,0.159,1.158,0.081,0.391,0.255,0.255,0.758
17,COMPLETE,0.178,101,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.153,0.165,1.268,0.123,0.217,0.147,0.147,0.885
17,COMPLETE,0.178,102,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.199,0.149,1.104,0.159,0.189,0.440,0.189,0.328
17,COMPLETE,0.178,103,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.126,0.162,1.215,0.101,0.201,0.379,0.201,0.778
17,COMPLETE,0.178,104,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.243,0.157,1.173,0.194,0.204,0.254,0.204,0.422
17,COMPLETE,0.178,105,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.186,0.157,1.192,0.149,0.202,0.237,0.202,0.585
17,COMPLETE,0.178,106,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.206,0.160,1.211,0.165,0.127,0.270,0.127,0.693
17,COMPLETE,0.178,107,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.185,0.147,1.062,0.148,0.255,0.263,0.255,0.772
17,COMPLETE,0.178,108,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.216,0.157,1.190,0.173,0.168,0.226,0.168,0.545
17,COMPLETE,0.178,109,3,240.000,7,0.280,4750.000,2.000000e-05,0.070,0.000,false,false,0.165,0.156,1.132,0.132,0.233,0.141,0.141,0.777
18,COMPLETE,-9.480,100,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.371,0.008,0.029,0.805,0.186,0.317,0.186,0.690
18,COMPLETE,-9.480,101,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.506,0.006,0.014,0.532,0.584,0.253,0.253,0.417
18,COMPLETE,-9.480,102,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.290,0.008,0.036,0.882,0.411,0.145,0.145,0.527
18,COMPLETE,-9.480,103,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.309,0.005,0.005,0.247,0.208,0.417,0.208,0.509
18,COMPLETE,-9.480,104,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.296,0.006,0.009,0.237,0.211,0.231,0.211,0.890
18,COMPLETE,-9.480,105,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.839,0.006,0.013,0.766,0.872,0.420,0.420,0.773
18,COMPLETE,-9.480,106,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.164,0.005,0.011,0.262,0.082,0.125,0.082,0.556
18,COMPLETE,-9.480,107,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.836,0.008,0.009,0.669,0.618,0.657,0.618,0.078
18,COMPLETE,-9.480,108,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.738,0.004,0.002,0.590,0.629,0.552,0.552,0.391
18,COMPLETE,-9.480,109,1,285.000,10,0.180,7500.000,4.000000e-05,0.130,0.600,false,true,0.854,0.006,0.014,0.772,0.654,0.427,0.427,0.179
19,COMPLETE,-7.381,100,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.786,0.004,0.006,0.629,0.855,0.861,0.855,0.119
19,COMPLETE,-7.381,101,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.199,0.005,0.003,0.159,0.841,0.739,0.739,0.235
19,COMPLETE,-7.381,102,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,true,true,1.000,0.003,0.014,0.880,0.729,0.891,0.729,0.291
19,COMPLETE,-7.381,103,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.224,0.007,0.011,0.321,0.227,0.112,0.112,0.660
19,COMPLETE,-7.381,104,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.641,0.005,0.016,0.513,0.884,0.877,0.877,0.928
19,COMPLETE,-7.381,105,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,true,true,1.000,0.007,0.002,0.814,0.615,0.794,0.615,0.152
19,COMPLETE,-7.381,106,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.548,0.004,0.019,0.753,0.276,0.274,0.274,0.604
19,COMPLETE,-7.381,107,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.747,0.003,0.009,0.654,0.623,0.374,0.374,0.336
19,COMPLETE,-7.381,108,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.103,0.007,0.033,0.083,0.116,0.236,0.116,0.547
19,COMPLETE,-7.381,109,1,210.000,12,0.140,4000.000,4.000000e-05,0.130,0.700,false,true,0.938,0.013,0.005,0.751,0.928,0.922,0.922,0.409
20,COMPLETE,-9.670,100,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.379,0.011,0.001,0.303,0.306,0.261,0.261,0.736
20,COMPLETE,-9.670,101,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.430,0.010,0.001,0.344,0.254,0.327,0.254,0.844
20,COMPLETE,-9.670,102,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.446,0.016,0.001,0.356,0.658,0.746,0.658,0.802
20,COMPLETE,-9.670,103,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.179,0.002,0.001,0.143,0.499,0.779,0.499,0.565
20,COMPLETE,-9.670,104,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.209,0.010,0.001,0.729,0.200,0.105,0.105,0.515
20,COMPLETE,-9.670,105,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.273,0.004,0.001,0.219,0.646,0.595,0.595,0.752
20,COMPLETE,-9.670,106,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.324,0.003,0.001,0.259,0.316,0.225,0.225,0.859
20,COMPLETE,-9.670,107,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.500,0.012,0.001,0.400,0.285,0.267,0.267,0.682
20,COMPLETE,-9.670,108,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.304,0.003,0.001,0.244,0.636,0.787,0.636,0.526
20,COMPLETE,-9.670,109,2,60.000,12,0.480,3750.000,4.500000e-05,0.040,0.800,false,true,0.261,0.004,0.001,0.209,0.208,0.178,0.178,0.409
21,COMPLETE,2.408,100,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.228,0.153,0.963,0.182,0.295,0.140,0.140,0.731
21,COMPLETE,2.408,101,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.235,0.148,0.950,0.188,0.226,0.277,0.226,0.798
21,COMPLETE,2.408,102,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,true,false,1.000,0.135,1.094,0.855,0.828,0.674,0.674,0.634
21,COMPLETE,2.408,103,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.195,0.155,1.014,0.156,0.225,0.380,0.225,0.534
21,COMPLETE,2.408,104,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.468,0.136,0.884,0.375,0.344,0.339,0.339,0.441
21,COMPLETE,2.408,105,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.234,0.158,1.038,0.187,0.184,0.218,0.184,0.772
21,COMPLETE,2.408,106,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,true,false,1.000,0.132,0.992,0.832,0.843,0.697,0.697,0.434
21,COMPLETE,2.408,107,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.246,0.146,0.923,0.232,0.167,0.123,0.123,0.310
21,COMPLETE,2.408,108,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.296,0.143,0.870,0.237,0.177,0.236,0.177,0.875
21,COMPLETE,2.408,109,8,120.000,7,0.460,4750.000,2.500000e-05,0.100,0.400,false,false,0.176,0.146,0.924,0.141,0.238,0.289,0.238,0.647
22,COMPLETE,-9.388,100,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.725,0.031,0.001,0.749,0.652,0.362,0.362,0.592
22,COMPLETE,-9.388,101,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.570,0.035,0.001,0.456,0.423,0.480,0.423,0.474
22,COMPLETE,-9.388,102,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.571,0.032,0.001,0.457,0.613,0.467,0.467,0.521
22,COMPLETE,-9.388,103,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.726,0.030,0.001,0.581,0.629,0.615,0.615,0.716
22,COMPLETE,-9.388,104,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.550,0.030,0.001,0.440,0.563,0.537,0.537,0.772
22,COMPLETE,-9.388,105,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.563,0.027,0.001,0.450,0.390,0.416,0.390,0.419
22,COMPLETE,-9.388,106,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.517,0.025,0.001,0.414,0.620,0.403,0.403,0.278
22,COMPLETE,-9.388,107,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.855,0.024,0.001,0.684,0.680,0.563,0.563,0.597
22,COMPLETE,-9.388,108,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.421,0.028,0.001,0.336,0.542,0.630,0.542,0.782
22,COMPLETE,-9.388,109,6,60.000,2,0.480,3500.000,5.250000e-05,0.120,0.800,false,true,0.625,0.034,0.001,0.500,0.525,0.549,0.525,0.585
23,COMPLETE,0.201,100,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.213,0.299,1.543,0.170,0.213,0.238,0.213,0.616
23,COMPLETE,0.201,101,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.216,0.298,1.828,0.173,0.232,0.169,0.169,0.697
23,COMPLETE,0.201,102,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.167,0.278,1.628,0.134,0.208,0.199,0.199,0.813
23,COMPLETE,0.201,103,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.205,0.294,1.652,0.164,0.193,0.380,0.193,0.649
23,COMPLETE,0.201,104,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.195,0.249,1.534,0.156,0.130,0.215,0.130,0.359
23,COMPLETE,0.201,105,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.248,0.283,1.748,0.254,0.212,0.124,0.124,0.647
23,COMPLETE,0.201,106,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.144,0.270,1.297,0.115,0.422,0.417,0.417,0.745
23,COMPLETE,0.201,107,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.200,0.285,1.723,0.217,0.100,0.124,0.100,0.646
23,COMPLETE,0.201,108,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.174,0.270,1.774,0.139,0.233,0.269,0.233,0.734
23,COMPLETE,0.201,109,7,330.000,4,0.520,7500.000,5.250000e-05,0.060,0.800,false,false,0.245,0.308,1.728,0.205,0.122,0.177,0.122,0.771
24,COMPLETE,1.315,100,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.218,0.145,1.305,0.174,0.147,0.152,0.147,0.625
24,COMPLETE,1.315,101,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.128,0.158,1.395,0.103,0.198,0.323,0.198,0.840
24,COMPLETE,1.315,102,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.230,0.147,1.318,0.184,0.292,0.129,0.129,0.790
24,COMPLETE,1.315,103,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.365,0.138,1.235,0.292,0.237,0.187,0.187,0.662
24,COMPLETE,1.315,104,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,true,false,1.000,0.152,1.671,0.879,0.827,0.787,0.787,0.781
24,COMPLETE,1.315,105,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.144,0.148,1.313,0.115,0.203,0.197,0.197,0.424
24,COMPLETE,1.315,106,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.217,0.150,1.361,0.174,0.160,0.210,0.160,0.613
24,COMPLETE,1.315,107,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.141,0.147,1.306,0.113,0.122,0.173,0.122,0.544
24,COMPLETE,1.315,108,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.374,0.132,1.177,0.299,0.228,0.249,0.228,0.382
24,COMPLETE,1.315,109,2,300.000,12,0.340,4250.000,1.500000e-05,0.070,0.700,false,false,0.336,0.140,1.281,0.319,0.226,0.168,0.168,0.705
25,COMPLETE,8.989,100,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.310,4.642,0.851,0.764,0.726,0.726,0.456
25,COMPLETE,8.989,101,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.330,4.808,0.814,0.830,0.813,0.813,0.546
25,COMPLETE,8.989,102,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.319,4.710,0.815,0.829,0.852,0.829,0.301
25,COMPLETE,8.989,103,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.320,4.715,0.839,0.762,0.733,0.733,0.469
25,COMPLETE,8.989,104,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,false,false,0.911,0.328,4.682,0.729,0.796,0.679,0.679,0.612
25,COMPLETE,8.989,105,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,false,false,0.982,0.295,4.229,0.786,0.747,0.636,0.636,0.658
25,COMPLETE,8.989,106,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.306,4.412,0.801,0.697,0.560,0.560,0.465
25,COMPLETE,8.989,107,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.327,4.802,0.815,0.848,0.741,0.741,0.411
25,COMPLETE,8.989,108,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.322,4.764,0.849,0.763,0.518,0.518,0.604
25,COMPLETE,8.989,109,7,330.000,10,0.540,5500.000,1.500000e-05,0.130,0.200,true,false,1.000,0.298,4.449,0.884,0.714,0.616,0.616,0.437
26,COMPLETE,-8.493,100,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.354,0.011,0.001,0.283,0.424,0.278,0.278,0.523
26,COMPLETE,-8.493,101,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.533,0.005,0.001,0.532,0.405,0.266,0.266,0.255
26,COMPLETE,-8.493,102,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.397,0.012,0.001,0.317,0.319,0.372,0.319,0.545
26,COMPLETE,-8.493,103,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.166,0.007,0.001,0.133,0.131,0.109,0.109,0.783
26,COMPLETE,-8.493,104,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.580,0.007,0.001,0.464,0.640,0.335,0.335,0.349
26,COMPLETE,-8.493,105,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.716,0.011,0.001,0.573,0.685,0.629,0.629,0.495
26,COMPLETE,-8.493,106,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.719,0.010,0.001,0.575,0.689,0.369,0.369,0.645
26,COMPLETE,-8.493,107,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.378,0.012,0.002,0.540,0.252,0.189,0.189,0.363
26,COMPLETE,-8.493,108,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,false,true,0.223,0.010,0.001,0.178,0.273,0.187,0.187,0.423
26,COMPLETE,-8.493,109,2,105.000,7,0.420,6250.000,2.250000e-05,0.110,0.600,true,true,1.000,0.007,0.001,0.836,0.823,0.688,0.688,0.333
27,COMPLETE,0.218,100,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.207,0.121,0.304,0.165,0.178,0.254,0.178,0.592
27,COMPLETE,0.218,101,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.281,0.116,0.312,0.225,0.204,0.144,0.144,0.662
27,COMPLETE,0.218,102,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.226,0.119,0.361,0.181,0.213,0.193,0.193,0.714
27,COMPLETE,0.218,103,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.203,0.110,0.274,0.163,0.188,0.174,0.174,0.642
27,COMPLETE,0.218,104,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.163,0.123,0.242,0.131,0.263,0.245,0.245,0.651
27,COMPLETE,0.218,105,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.221,0.121,0.333,0.196,0.110,0.111,0.110,0.570
27,COMPLETE,0.218,106,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.208,0.109,0.313,0.166,0.277,0.312,0.277,0.565
27,COMPLETE,0.218,107,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.142,0.120,0.294,0.114,0.256,0.332,0.256,0.655
27,COMPLETE,0.218,108,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.270,0.113,0.303,0.216,0.185,0.240,0.185,0.814
27,COMPLETE,0.218,109,4,195.000,4,0.520,5750.000,3.250000e-05,0.110,0.400,false,false,0.263,0.116,0.319,0.210,0.174,0.235,0.174,0.779
28,COMPLETE,0.284,100,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.317,0.260,1.976,0.254,0.216,0.323,0.216,0.521
28,COMPLETE,0.284,101,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.294,0.267,2.071,0.235,0.238,0.312,0.238,0.464
28,COMPLETE,0.284,102,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.840,0.268,2.246,0.672,0.788,0.746,0.746,0.645
28,COMPLETE,0.284,103,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.179,0.280,2.217,0.143,0.325,0.356,0.325,0.656
28,COMPLETE,0.284,104,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.179,0.280,2.205,0.143,0.303,0.239,0.239,0.581
28,COMPLETE,0.284,105,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.168,0.273,2.120,0.134,0.262,0.392,0.262,0.522
28,COMPLETE,0.284,106,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.215,0.281,2.274,0.172,0.351,0.253,0.253,0.655
28,COMPLETE,0.284,107,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.204,0.264,2.124,0.163,0.206,0.199,0.199,0.692
28,COMPLETE,0.284,108,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.241,0.274,2.222,0.210,0.121,0.249,0.121,0.774
28,COMPLETE,0.284,109,6,270.000,10,0.120,4750.000,3.500000e-05,0.120,0.700,false,false,0.206,0.281,2.248,0.165,0.213,0.264,0.213,0.458
29,COMPLETE,-3.835,100,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.183,0.061,0.218,0.147,0.142,0.142,0.142,0.673
29,COMPLETE,-3.835,101,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.139,0.074,0.243,0.111,0.072,0.072,0.072,0.807
29,COMPLETE,-3.835,102,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.241,0.060,0.167,0.193,0.126,0.126,0.126,0.750
29,COMPLETE,-3.835,103,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,true,0.100,0.061,0.236,0.080,0.137,0.137,0.137,0.498
29,COMPLETE,-3.835,104,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.144,0.067,0.257,0.115,0.158,0.158,0.158,0.747
29,COMPLETE,-3.835,105,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,true,0.171,0.054,0.140,0.137,0.322,0.322,0.322,0.714
29,COMPLETE,-3.835,106,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,true,0.163,0.073,0.215,0.130,0.206,0.206,0.206,0.764
29,COMPLETE,-3.835,107,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.266,0.070,0.219,0.213,0.164,0.164,0.164,0.883
29,COMPLETE,-3.835,108,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,false,0.113,0.057,0.180,0.090,0.320,0.320,0.320,0.566
29,COMPLETE,-3.835,109,2,195.000,11,0.240,6250.000,1.500000e-05,0.050,1.000,false,true,0.130,0.067,0.242,0.104,0.380,0.380,0.380,0.787
30,COMPLETE,-7.422,100,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.409,0.007,0.047,0.911,0.329,0.204,0.204,0.504
30,COMPLETE,-7.422,101,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.153,0.005,0.014,0.122,0.229,0.843,0.229,0.651
30,COMPLETE,-7.422,102,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.805,0.006,0.013,0.644,0.756,0.468,0.468,0.544
30,COMPLETE,-7.422,103,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.812,0.003,0.005,0.709,0.406,0.595,0.406,0.490
30,COMPLETE,-7.422,104,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,true,true,1.000,0.006,0.030,0.916,0.606,0.660,0.606,0.638
30,COMPLETE,-7.422,105,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.076,0.004,0.017,0.207,0.038,0.560,0.038,0.051
30,COMPLETE,-7.422,106,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.869,0.005,0.016,0.912,0.899,0.435,0.435,0.603
30,COMPLETE,-7.422,107,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,true,true,1.000,0.003,0.009,0.860,0.648,0.540,0.540,0.233
30,COMPLETE,-7.422,108,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.146,0.006,0.011,0.117,0.514,0.828,0.514,0.857
30,COMPLETE,-7.422,109,1,255.000,3,0.180,5500.000,5.500000e-05,0.120,0.300,false,true,0.506,0.004,0.011,0.405,0.487,0.666,0.487,0.659
31,COMPLETE,-9.576,100,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.788,0.008,0.001,0.630,0.594,0.723,0.594,0.473
31,COMPLETE,-9.576,101,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.632,0.002,0.001,0.639,0.615,0.316,0.316,0.367
31,COMPLETE,-9.576,102,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.251,0.004,0.001,0.424,0.126,0.717,0.126,0.318
31,COMPLETE,-9.576,103,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.490,0.006,0.001,0.482,0.245,0.374,0.245,0.295
31,COMPLETE,-9.576,104,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.231,0.004,0.001,0.185,0.191,0.126,0.126,0.495
31,COMPLETE,-9.576,105,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.426,0.005,0.001,0.341,0.494,0.446,0.446,0.537
31,COMPLETE,-9.576,106,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.190,0.005,0.001,0.152,0.417,0.209,0.209,0.653
31,COMPLETE,-9.576,107,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.346,0.004,0.001,0.789,0.173,0.293,0.173,0.839
31,COMPLETE,-9.576,108,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.462,0.011,0.001,0.370,0.616,0.439,0.439,0.627
31,COMPLETE,-9.576,109,1,105.000,8,0.420,6250.000,1.500000e-05,0.090,0.500,false,true,0.427,0.006,0.001,0.342,0.432,0.291,0.291,0.543
32,COMPLETE,-9.511,100,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.370,0.009,0.001,0.296,0.375,0.435,0.375,0.565
32,COMPLETE,-9.511,101,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.610,0.009,0.001,0.488,0.549,0.518,0.518,0.654
32,COMPLETE,-9.511,102,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.270,0.009,0.001,0.216,0.428,0.575,0.428,0.583
32,COMPLETE,-9.511,103,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.524,0.007,0.001,0.548,0.271,0.262,0.262,0.536
32,COMPLETE,-9.511,104,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.360,0.008,0.001,0.288,0.347,0.341,0.341,0.368
32,COMPLETE,-9.511,105,2,60.000,2,0.460,5500.000,2.250000e-05,0.120,0.700,false,true,0.374,0.010,0.001,0.299,0.633,0.570,0.570,0.298
