initial_comb_tilt,vertical_comb_benefit,vertical_comb_modifier,seed,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
1.000,0.100,linear,103,flat,58,0.879,0.824,0.174,0.164,0.164,0.010,0.123,0.274,0.245,7.190,0.202,0.823
1.000,0.100,linear,103,flat,59,0.871,0.832,0.174,0.139,0.139,0.035,0.095,2.897,0.055,7.123,0.192,0.721
1.000,0.100,linear,103,flat,60,0.871,0.849,0.183,0.132,0.132,0.050,0.087,2.516,0.334,7.252,0.196,0.744
1.000,0.100,linear,103,flat,61,0.847,0.866,0.201,0.118,0.118,0.083,0.071,2.630,0.301,7.302,0.198,0.745
1.000,0.100,linear,103,flat,62,0.847,0.871,0.198,0.108,0.108,0.090,0.104,2.436,0.331,7.350,0.198,0.749
1.000,0.100,linear,103,flat,63,0.842,0.857,0.186,0.112,0.112,0.074,0.147,2.464,0.288,7.337,0.195,0.723
1.000,0.100,linear,103,flat,64,0.824,0.869,0.170,0.091,0.091,0.079,0.157,2.604,0.261,7.519,0.199,0.726
1.000,0.100,linear,103,flat,65,0.782,0.872,0.184,0.113,0.113,0.071,0.142,2.620,0.308,7.527,0.198,0.714
1.000,0.100,linear,103,flat,66,0.832,0.898,0.168,0.104,0.104,0.065,0.147,2.814,0.071,7.421,0.193,0.671
1.000,0.100,linear,103,flat,67,0.838,0.887,0.124,0.110,0.110,0.014,0.131,2.422,0.272,7.448,0.203,0.785
1.000,0.100,linear,103,flat,68,0.847,0.850,0.109,0.089,0.089,0.019,0.126,2.086,0.175,7.420,0.202,0.803
1.000,0.100,linear,103,flat,69,0.843,0.860,0.128,0.103,0.103,0.025,0.116,2.264,0.099,7.444,0.204,0.801
1.000,0.100,linear,103,flat,70,0.832,0.866,0.159,0.113,0.113,0.046,0.158,2.490,0.228,7.350,0.201,0.790
1.000,0.100,linear,103,flat,71,0.809,0.833,0.171,0.128,0.128,0.043,0.136,1.811,0.099,7.403,0.197,0.723
1.000,0.100,linear,103,flat,72,0.798,0.803,0.164,0.144,0.144,0.019,0.156,1.647,0.067,7.437,0.193,0.665
1.000,0.100,linear,103,flat,73,0.812,0.794,0.156,0.178,0.156,0.021,0.142,1.949,0.178,7.289,0.193,0.711
1.000,0.100,linear,103,flat,74,0.835,0.808,0.119,0.169,0.119,0.050,0.143,1.867,0.203,7.091,0.194,0.763
1.000,0.100,linear,103,flat,75,0.829,0.779,0.129,0.158,0.129,0.029,0.157,1.714,0.187,7.100,0.184,0.621
1.000,0.100,linear,103,flat,76,0.849,0.810,0.135,0.185,0.135,0.050,0.130,1.807,0.121,6.958,0.183,0.646
1.000,0.100,linear,103,flat,77,0.873,0.839,0.121,0.179,0.121,0.058,0.120,2.510,0.114,6.928,0.184,0.651
1.000,0.100,linear,103,flat,78,0.875,0.832,0.130,0.177,0.130,0.047,0.133,2.549,0.264,7.177,0.187,0.645
1.000,0.100,linear,103,flat,79,0.905,0.846,0.133,0.196,0.133,0.063,0.118,2.739,0.174,7.207,0.193,0.706
1.000,0.100,linear,103,flat,80,0.898,0.862,0.140,0.217,0.140,0.077,0.115,2.477,0.243,7.076,0.182,0.612
1.000,0.100,linear,103,flat,81,0.889,0.855,0.150,0.221,0.150,0.071,0.135,2.598,0.305,6.954,0.188,0.702
1.000,0.100,linear,103,flat,82,0.874,0.850,0.140,0.206,0.140,0.067,0.123,2.498,0.266,7.218,0.199,0.789
1.000,0.100,linear,103,flat,83,0.875,0.856,0.129,0.227,0.129,0.098,0.142,2.304,0.229,7.178,0.195,0.740
1.000,0.100,linear,103,flat,84,0.898,0.879,0.149,0.169,0.149,0.020,0.114,2.403,0.318,7.166,0.199,0.793
1.000,0.100,linear,103,flat,85,0.886,0.890,0.162,0.182,0.162,0.020,0.135,2.208,0.258,7.110,0.191,0.701
1.000,0.100,linear,103,flat,86,0.859,0.892,0.166,0.228,0.166,0.061,0.106,2.428,0.175,6.929,0.192,0.753
1.000,0.100,linear,103,flat,87,0.878,0.898,0.161,0.256,0.161,0.095,0.129,1.812,0.127,6.896,0.190,0.739
1.000,0.100,linear,103,flat,88,0.878,0.892,0.141,0.268,0.141,0.127,0.097,0.567,0.104,7.069,0.193,0.733
1.000,0.100,linear,103,flat,89,0.873,0.899,0.165,0.321,0.165,0.155,0.086,0.211,0.086,7.164,0.195,0.742
1.000,0.100,linear,103,flat,90,0.864,0.876,0.173,0.304,0.173,0.131,0.085,2.611,0.071,7.211,0.202,0.820
1.000,0.100,linear,103,flat,91,0.857,0.859,0.175,0.280,0.175,0.105,0.096,2.898,0.094,7.178,0.188,0.653
1.000,0.100,linear,103,flat,92,0.873,0.836,0.174,0.271,0.174,0.097,0.122,0.318,0.180,7.215,0.192,0.704
1.000,0.100,linear,103,flat,93,0.904,0.851,0.172,0.310,0.172,0.138,0.114,0.661,0.180,7.303,0.197,0.757
1.000,0.100,linear,103,flat,94,0.899,0.857,0.155,0.334,0.155,0.179,0.117,0.915,0.235,7.276,0.197,0.753
1.000,0.100,linear,103,flat,95,0.916,0.893,0.163,0.331,0.163,0.168,0.116,0.673,0.202,7.338,0.204,0.820
1.000,0.100,linear,103,flat,96,0.907,0.903,0.152,0.319,0.152,0.167,0.111,0.939,0.116,7.316,0.209,0.894
1.000,0.100,linear,103,flat,97,0.916,0.896,0.130,0.317,0.130,0.187,0.114,1.074,0.186,6.964,0.191,0.734
1.000,0.100,linear,103,flat,98,0.916,0.899,0.137,0.343,0.137,0.206,0.083,1.011,0.186,6.821,0.190,0.751
1.000,0.100,linear,103,flat,99,0.885,0.869,0.159,0.335,0.159,0.176,0.093,1.154,0.216,6.890,0.194,0.789
1.000,0.100,linear,103,flat,100,0.874,0.878,0.138,0.303,0.138,0.165,0.104,1.319,0.343,7.237,0.197,0.748
1.000,0.100,linear,103,flat,101,0.845,0.861,0.153,0.279,0.153,0.126,0.105,1.347,0.214,7.221,0.198,0.777
1.000,0.100,linear,103,flat,102,0.830,0.856,0.138,0.227,0.138,0.089,0.111,1.440,0.128,7.201,0.194,0.728
1.000,0.100,linear,103,flat,103,0.830,0.862,0.172,0.266,0.172,0.094,0.096,1.163,0.115,7.314,0.198,0.757
1.000,0.100,linear,103,flat,104,0.823,0.862,0.152,0.247,0.152,0.095,0.113,1.391,0.207,7.293,0.203,0.822
1.000,0.100,linear,103,flat,105,0.811,0.858,0.155,0.274,0.155,0.119,0.124,0.361,0.031,7.436,0.196,0.704
1.000,0.100,linear,103,flat,106,0.797,0.848,0.146,0.264,0.146,0.118,0.119,0.492,0.077,7.497,0.196,0.696
1.000,0.100,linear,103,flat,107,0.859,0.880,0.167,0.274,0.167,0.106,0.134,0.794,0.074,7.435,0.201,0.759
1.000,0.100,linear,103,flat,108,0.855,0.887,0.117,0.220,0.117,0.103,0.147,1.418,0.188,7.512,0.201,0.771
1.000,0.100,linear,103,flat,109,0.862,0.884,0.106,0.154,0.106,0.048,0.137,1.649,0.228,7.461,0.204,0.807
1.000,0.100,linear,103,flat,110,0.858,0.857,0.101,0.124,0.101,0.023,0.153,1.347,0.109,7.339,0.201,0.790
1.000,0.100,linear,103,flat,111,0.852,0.833,0.101,0.108,0.101,0.007,0.156,1.261,0.130,7.110,0.187,0.657
1.000,0.100,linear,103,flat,112,0.870,0.869,0.140,0.123,0.123,0.017,0.194,1.019,0.271,7.081,0.190,0.710
1.000,0.100,linear,103,flat,113,0.855,0.867,0.149,0.137,0.137,0.013,0.162,1.211,0.205,6.914,0.179,0.602
1.000,0.100,linear,103,flat,114,0.868,0.883,0.109,0.134,0.109,0.025,0.165,1.828,0.094,7.137,0.194,0.747
1.000,0.100,linear,103,flat,115,0.866,0.876,0.123,0.120,0.120,0.003,0.180,1.589,0.050,7.150,0.193,0.714
1.000,0.100,linear,103,flat,116,0.880,0.905,0.120,0.142,0.120,0.022,0.172,1.883,0.128,7.306,0.200,0.786
1.000,0.100,linear,103,flat,117,0.913,0.891,0.132,0.138,0.132,0.006,0.189,2.083,0.168,7.274,0.197,0.750
1.000,0.100,linear,103,flat,118,0.905,0.897,0.114,0.139,0.114,0.025,0.191,2.000,0.236,7.087,0.190,0.704
1.000,0.100,linear,103,flat,119,0.901,0.891,0.130,0.128,0.128,0.002,0.188,1.629,0.225,7.166,0.196,0.756
1.000,0.100,linear,103,flat,120,0.894,0.907,0.161,0.123,0.123,0.038,0.186,1.749,0.136,7.171,0.196,0.752
1.000,0.100,linear,104,flat,0,0.079,0.129,0.000,0.000,0.000,0.000,1.000,3.017,0.083,2.425,0.025,0.001
1.000,0.100,linear,104,flat,1,0.084,0.150,0.027,0.032,0.027,0.005,0.967,0.230,0.095,2.539,0.029,0.001
1.000,0.100,linear,104,flat,2,0.093,0.140,0.041,0.053,0.041,0.013,0.939,0.510,0.195,2.501,0.030,0.004
1.000,0.100,linear,104,flat,3,0.132,0.254,0.039,0.041,0.039,0.002,0.889,0.422,0.759,3.714,0.051,0.004
1.000,0.100,linear,104,flat,4,0.239,0.240,0.030,0.031,0.030,0.001,0.887,0.575,0.632,3.812,0.052,0.007
1.000,0.100,linear,104,flat,5,0.170,0.406,0.037,0.024,0.024,0.013,0.887,2.819,0.606,5.475,0.084,0.007
1.000,0.100,linear,104,flat,6,0.175,0.341,0.080,0.048,0.048,0.032,0.883,2.543,0.707,5.269,0.080,0.002
1.000,0.100,linear,104,flat,7,0.194,0.340,0.110,0.042,0.042,0.068,0.894,2.482,0.726,4.942,0.075,0.009
1.000,0.100,linear,104,flat,8,0.218,0.406,0.109,0.040,0.040,0.068,0.919,2.614,0.690,5.406,0.085,0.008
1.000,0.100,linear,104,flat,9,0.253,0.417,0.158,0.035,0.035,0.123,0.936,2.942,0.674,5.670,0.091,0.007
1.000,0.100,linear,104,flat,10,0.280,0.397,0.288,0.044,0.044,0.243,0.921,2.983,0.725,5.911,0.095,0.009
1.000,0.100,linear,104,flat,11,0.387,0.423,0.206,0.037,0.037,0.170,0.936,2.770,0.579,6.025,0.099,0.007
1.000,0.100,linear,104,flat,12,0.419,0.396,0.164,0.057,0.057,0.107,0.919,3.046,0.556,6.033,0.100,0.009
1.000,0.100,linear,104,flat,13,0.379,0.397,0.066,0.085,0.066,0.019,0.875,2.952,0.364,5.865,0.098,0.017
1.000,0.100,linear,104,flat,14,0.290,0.408,0.060,0.086,0.060,0.026,0.814,0.161,0.378,5.564,0.090,0.009
1.000,0.100,linear,104,flat,15,0.329,0.463,0.054,0.061,0.054,0.008,0.904,3.074,0.126,6.774,0.107,0.013
1.000,0.100,linear,104,flat,16,0.449,0.569,0.070,0.088,0.070,0.018,0.861,2.780,0.456,6.751,0.117,0.038
1.000,0.100,linear,104,flat,17,0.507,0.501,0.082,0.074,0.074,0.008,0.840,2.704,0.462,6.775,0.117,0.022
1.000,0.100,linear,104,flat,18,0.683,0.443,0.079,0.081,0.079,0.002,0.827,3.032,0.451,6.915,0.116,0.027
1.000,0.100,linear,104,flat,19,0.684,0.600,0.138,0.153,0.138,0.015,0.694,1.778,0.112,5.850,0.103,0.048
1.000,0.100,linear,104,flat,20,0.591,0.678,0.150,0.187,0.150,0.037,0.630,1.760,0.414,5.745,0.105,0.074
1.000,0.100,linear,104,flat,21,0.619,0.720,0.163,0.159,0.159,0.004,0.556,1.707,0.316,5.703,0.117,0.144
1.000,0.100,linear,104,flat,22,0.689,0.752,0.187,0.189,0.187,0.002,0.511,1.079,0.337,6.149,0.127,0.174
1.000,0.100,linear,104,flat,23,0.625,0.772,0.178,0.177,0.177,0.001,0.441,1.372,0.572,6.157,0.134,0.237
1.000,0.100,linear,104,flat,24,0.645,0.766,0.183,0.152,0.152,0.031,0.401,1.488,0.460,6.078,0.136,0.270
1.000,0.100,linear,104,flat,25,0.641,0.776,0.168,0.143,0.143,0.025,0.353,1.470,0.146,6.315,0.144,0.312
1.000,0.100,linear,104,flat,26,0.647,0.812,0.136,0.111,0.111,0.025,0.286,1.141,0.309,6.533,0.157,0.443
1.000,0.100,linear,104,flat,27,0.698,0.831,0.137,0.113,0.113,0.024,0.282,1.072,0.311,6.922,0.175,0.546
1.000,0.100,linear,104,flat,28,0.659,0.848,0.138,0.131,0.131,0.007,0.214,1.101,0.456,6.955,0.179,0.601
1.000,0.100,linear,104,flat,29,0.674,0.856,0.147,0.142,0.142,0.004,0.176,1.075,0.363,7.107,0.179,0.558
1.000,0.100,linear,104,flat,30,0.723,0.873,0.164,0.151,0.151,0.013,0.166,1.432,0.276,7.108,0.181,0.596
1.000,0.100,linear,104,flat,31,0.787,0.862,0.162,0.193,0.162,0.030,0.123,1.379,0.194,7.072,0.185,0.632
1.000,0.100,linear,104,flat,32,0.826,0.861,0.213,0.232,0.213,0.019,0.114,0.944,0.076,7.138,0.193,0.714
1.000,0.100,linear,104,flat,33,0.847,0.853,0.221,0.267,0.221,0.046,0.068,0.833,0.112,7.099,0.192,0.718
1.000,0.100,linear,104,flat,34,0.863,0.881,0.279,0.273,0.273,0.007,0.066,1.711,0.057,7.153,0.198,0.775
1.000,0.100,linear,104,flat,35,0.862,0.846,0.305,0.275,0.275,0.030,0.082,2.198,0.044,6.999,0.187,0.681
1.000,0.100,linear,104,flat,36,0.875,0.848,0.286,0.293,0.286,0.007,0.103,1.395,0.102,6.961,0.189,0.706
1.000,0.100,linear,104,flat,37,0.893,0.895,0.275,0.314,0.275,0.039,0.088,1.992,0.316,7.019,0.186,0.655
1.000,0.100,linear,104,flat,38,0.902,0.888,0.318,0.288,0.288,0.030,0.068,2.245,0.333,6.986,0.201,0.850
1.000,0.100,linear,104,flat,39,0.909,0.912,0.324,0.270,0.270,0.054,0.075,2.222,0.191,7.114,0.204,0.865
1.000,0.100,linear,104,flat,40,0.900,0.915,0.323,0.300,0.300,0.022,0.081,2.173,0.221,7.139,0.200,0.808
1.000,0.100,linear,104,flat,41,0.893,0.881,0.322,0.346,0.322,0.024,0.089,2.305,0.219,7.012,0.193,0.748
1.000,0.100,linear,104,flat,42,0.913,0.878,0.331,0.346,0.331,0.015,0.075,2.647,0.250,7.448,0.200,0.755
1.000,0.100,linear,104,flat,43,0.904,0.839,0.323,0.396,0.323,0.073,0.088,2.734,0.177,7.397,0.199,0.755
1.000,0.100,linear,104,flat,44,0.904,0.858,0.308,0.406,0.308,0.099,0.094,2.741,0.193,7.372,0.203,0.812
1.000,0.100,linear,104,flat,45,0.900,0.898,0.334,0.413,0.334,0.079,0.121,0.125,0.128,7.346,0.200,0.768
1.000,0.100,linear,104,flat,46,0.878,0.907,0.318,0.420,0.318,0.101,0.138,0.243,0.071,7.267,0.198,0.762
1.000,0.100,linear,104,flat,47,0.843,0.916,0.296,0.391,0.296,0.095,0.132,1.107,0.118,7.236,0.194,0.727
1.000,0.100,linear,104,flat,48,0.861,0.908,0.224,0.407,0.224,0.184,0.137,2.944,0.153,7.335,0.193,0.699
1.000,0.100,linear,104,flat,49,0.843,0.906,0.200,0.347,0.200,0.147,0.123,2.787,0.229,7.357,0.195,0.716
1.000,0.100,linear,104,flat,50,0.842,0.901,0.176,0.344,0.176,0.168,0.117,2.954,0.303,7.457,0.207,0.836
1.000,0.100,linear,104,flat,51,0.854,0.907,0.171,0.372,0.171,0.202,0.099,3.118,0.135,7.360,0.199,0.754
1.000,0.100,linear,104,flat,52,0.834,0.911,0.166,0.358,0.166,0.192,0.116,0.193,0.071,7.175,0.191,0.698
1.000,0.100,linear,104,flat,53,0.856,0.910,0.178,0.358,0.178,0.180,0.131,2.272,0.069,7.132,0.188,0.663
1.000,0.100,linear,104,flat,54,0.883,0.918,0.177,0.346,0.177,0.169,0.130,1.805,0.043,7.361,0.204,0.829
1.000,0.100,linear,104,flat,55,0.866,0.891,0.189,0.381,0.189,0.192,0.085,3.078,0.114,7.304,0.202,0.812
1.000,0.100,linear,104,flat,56,0.880,0.879,0.203,0.332,0.203,0.129,0.113,3.128,0.138,7.239,0.199,0.778
1.000,0.100,linear,104,flat,57,0.886,0.865,0.206,0.329,0.206,0.122,0.111,0.264,0.159,7.259,0.193,0.711
1.000,0.100,linear,104,flat,58,0.910,0.861,0.218,0.333,0.218,0.115,0.115,0.521,0.075,7.300,0.204,0.835
1.000,0.100,linear,104,flat,59,0.905,0.860,0.220,0.349,0.220,0.129,0.131,0.964,0.097,7.225,0.195,0.731
1.000,0.100,linear,104,flat,60,0.897,0.886,0.256,0.310,0.256,0.055,0.111,1.436,0.241,7.091,0.188,0.674
1.000,0.100,linear,104,flat,61,0.879,0.916,0.206,0.249,0.206,0.043,0.166,1.553,0.318,7.265,0.187,0.644
1.000,0.100,linear,104,flat,62,0.886,0.892,0.176,0.274,0.176,0.098,0.180,1.864,0.308,7.304,0.195,0.717
1.000,0.100,linear,104,flat,63,0.890,0.891,0.196,0.278,0.196,0.083,0.166,1.992,0.206,7.209,0.195,0.736
1.000,0.100,linear,104,flat,64,0.884,0.880,0.211,0.310,0.211,0.099,0.169,1.555,0.324,7.266,0.194,0.724
1.000,0.100,linear,104,flat,65,0.894,0.883,0.177,0.317,0.177,0.140,0.147,1.430,0.208,7.214,0.199,0.787
1.000,0.100,linear,104,flat,66,0.914,0.893,0.174,0.364,0.174,0.190,0.135,0.382,0.113,7.381,0.201,0.785
1.000,0.100,linear,104,flat,67,0.887,0.898,0.150,0.323,0.150,0.173,0.135,0.593,0.125,7.355,0.197,0.744
1.000,0.100,linear,104,flat,68,0.897,0.903,0.134,0.330,0.134,0.196,0.119,0.688,0.124,7.383,0.207,0.854
1.000,0.100,linear,104,flat,69,0.921,0.903,0.113,0.333,0.113,0.220,0.120,0.796,0.164,7.209,0.202,0.818
1.000,0.100,linear,104,flat,70,0.922,0.915,0.107,0.321,0.107,0.214,0.132,1.582,0.171,6.852,0.201,0.878
1.000,0.100,linear,104,flat,71,0.911,0.934,0.084,0.268,0.084,0.183,0.100,2.110,0.113,6.837,0.188,0.720
1.000,0.100,linear,104,flat,72,0.919,0.933,0.105,0.262,0.105,0.157,0.116,2.022,0.091,7.140,0.202,0.841
1.000,0.100,linear,104,flat,73,0.927,0.935,0.132,0.290,0.132,0.158,0.118,2.370,0.105,7.003,0.194,0.759
1.000,0.100,linear,104,flat,74,0.917,0.937,0.153,0.311,0.153,0.158,0.121,2.340,0.134,6.848,0.191,0.754
1.000,0.100,linear,104,flat,75,0.924,0.912,0.169,0.307,0.169,0.137,0.133,2.777,0.023,6.819,0.188,0.734
1.000,0.100,linear,104,flat,76,0.930,0.914,0.172,0.281,0.172,0.109,0.144,0.091,0.015,7.016,0.191,0.726
1.000,0.100,linear,104,flat,77,0.945,0.911,0.223,0.366,0.223,0.143,0.140,2.379,0.124,7.167,0.201,0.817
1.000,0.100,linear,104,flat,78,0.942,0.913,0.254,0.428,0.254,0.174,0.125,1.596,0.179,7.168,0.197,0.775
1.000,0.100,linear,104,flat,79,0.919,0.911,0.205,0.398,0.205,0.192,0.124,1.778,0.227,7.087,0.192,0.725
1.000,0.100,linear,104,flat,80,0.913,0.880,0.240,0.429,0.240,0.189,0.101,1.685,0.245,7.230,0.188,0.646
1.000,0.100,linear,104,flat,81,0.927,0.892,0.235,0.468,0.235,0.233,0.100,1.475,0.173,7.302,0.201,0.786
1.000,0.100,linear,104,flat,82,0.924,0.903,0.236,0.467,0.236,0.231,0.111,1.606,0.224,7.198,0.190,0.684
1.000,0.100,linear,104,flat,83,0.898,0.902,0.215,0.481,0.215,0.265,0.094,0.929,0.218,7.118,0.195,0.762
1.000,0.100,linear,104,flat,84,0.889,0.912,0.218,0.468,0.218,0.250,0.092,1.035,0.167,7.141,0.193,0.736
1.000,0.100,linear,104,flat,85,0.873,0.944,0.205,0.448,0.205,0.243,0.102,0.662,0.122,7.071,0.192,0.732
1.000,0.100,linear,104,flat,86,0.845,0.938,0.159,0.417,0.159,0.258,0.081,1.127,0.017,7.128,0.195,0.754
1.000,0.100,linear,104,flat,87,0.882,0.936,0.172,0.398,0.172,0.226,0.100,0.488,0.033,7.158,0.198,0.789
1.000,0.100,linear,104,flat,88,0.884,0.929,0.204,0.371,0.204,0.167,0.123,0.270,0.070,7.195,0.197,0.770
1.000,0.100,linear,104,flat,89,0.840,0.935,0.178,0.347,0.178,0.170,0.125,3.008,0.048,6.995,0.182,0.623
1.000,0.100,linear,104,flat,90,0.853,0.931,0.181,0.388,0.181,0.207,0.111,0.022,0.197,7.127,0.188,0.682
1.000,0.100,linear,104,flat,91,0.874,0.902,0.195,0.395,0.195,0.200,0.125,0.012,0.188,7.399,0.198,0.741
1.000,0.100,linear,104,flat,92,0.897,0.904,0.159,0.377,0.159,0.218,0.125,0.281,0.287,7.372,0.198,0.747
1.000,0.100,linear,104,flat,93,0.880,0.919,0.146,0.367,0.146,0.222,0.126,2.955,0.229,7.338,0.202,0.802
1.000,0.100,linear,104,flat,94,0.905,0.918,0.151,0.396,0.151,0.244,0.111,2.962,0.186,7.237,0.200,0.787
1.000,0.100,linear,104,flat,95,0.895,0.864,0.166,0.385,0.166,0.219,0.119,2.954,0.413,7.103,0.195,0.778
1.000,0.100,linear,104,flat,96,0.884,0.858,0.163,0.364,0.163,0.201,0.126,2.981,0.472,7.253,0.190,0.674
1.000,0.100,linear,104,flat,97,0.903,0.863,0.184,0.357,0.184,0.173,0.117,2.940,0.527,7.230,0.196,0.747
1.000,0.100,linear,104,flat,98,0.920,0.849,0.204,0.372,0.204,0.167,0.107,2.898,0.408,7.337,0.195,0.715
1.000,0.100,linear,104,flat,99,0.934,0.839,0.183,0.356,0.183,0.173,0.100,2.836,0.303,7.336,0.204,0.816
1.000,0.100,linear,104,flat,100,0.930,0.824,0.198,0.383,0.198,0.185,0.095,3.079,0.105,7.093,0.194,0.749
1.000,0.100,linear,104,flat,101,0.924,0.842,0.164,0.379,0.164,0.215,0.121,0.382,0.008,7.186,0.188,0.653
1.000,0.100,linear,104,flat,102,0.916,0.851,0.147,0.366,0.147,0.220,0.148,3.094,0.040,7.331,0.191,0.655
1.000,0.100,linear,104,flat,103,0.906,0.851,0.199,0.392,0.199,0.193,0.130,2.123,0.104,7.365,0.193,0.696
1.000,0.100,linear,104,flat,104,0.900,0.864,0.203,0.424,0.203,0.221,0.096,1.345,0.306,7.459,0.199,0.738
1.000,0.100,linear,104,flat,105,0.873,0.847,0.218,0.433,0.218,0.214,0.087,2.422,0.179,7.498,0.201,0.770
1.000,0.100,linear,104,flat,106,0.898,0.896,0.200,0.383,0.200,0.183,0.106,2.203,0.299,7.476,0.199,0.728
1.000,0.100,linear,104,flat,107,0.877,0.881,0.274,0.414,0.274,0.140,0.092,2.280,0.256,7.386,0.198,0.740
1.000,0.100,linear,104,flat,108,0.860,0.878,0.278,0.416,0.278,0.138,0.084,2.391,0.333,7.316,0.197,0.727
1.000,0.100,linear,104,flat,109,0.879,0.881,0.239,0.407,0.239,0.169,0.084,2.529,0.230,7.222,0.197,0.762
1.000,0.100,linear,104,flat,110,0.849,0.861,0.223,0.416,0.223,0.193,0.090,2.645,0.154,7.095,0.200,0.822
1.000,0.100,linear,104,flat,111,0.830,0.887,0.210,0.386,0.210,0.177,0.096,2.956,0.089,7.098,0.190,0.707
1.000,0.100,linear,104,flat,112,0.823,0.913,0.188,0.367,0.188,0.179,0.112,2.803,0.296,7.016,0.182,0.609
1.000,0.100,linear,104,flat,113,0.866,0.915,0.200,0.332,0.200,0.132,0.119,2.690,0.306,6.746,0.188,0.742
1.000,0.100,linear,104,flat,114,0.875,0.900,0.177,0.311,0.177,0.134,0.167,2.693,0.283,6.730,0.181,0.661
1.000,0.100,linear,104,flat,115,0.868,0.868,0.143,0.330,0.143,0.187,0.135,2.631,0.218,6.844,0.188,0.731
1.000,0.100,linear,104,flat,116,0.897,0.864,0.175,0.292,0.175,0.117,0.162,2.448,0.278,6.999,0.184,0.645
1.000,0.100,linear,104,flat,117,0.883,0.880,0.162,0.278,0.162,0.115,0.143,2.494,0.230,7.109,0.197,0.791
1.000,0.100,linear,104,flat,118,0.869,0.888,0.177,0.264,0.177,0.087,0.121,2.357,0.206,7.071,0.192,0.718
1.000,0.100,linear,104,flat,119,0.870,0.845,0.125,0.263,0.125,0.138,0.103,2.371,0.169,7.018,0.185,0.654
1.000,0.100,linear,104,flat,120,0.866,0.826,0.112,0.232,0.112,0.120,0.109,2.242,0.170,6.971,0.179,0.593
1.000,0.100,linear,105,flat,0,0.078,0.116,0.000,0.000,0.000,0.000,1.000,1.220,0.098,2.383,0.026,0.002
1.000,0.100,linear,105,flat,1,0.092,0.110,0.028,0.031,0.028,0.003,0.979,1.998,0.357,3.115,0.039,0.001
1.000,0.100,linear,105,flat,2,0.106,0.102,0.042,0.053,0.042,0.011,0.959,1.996,0.249,3.098,0.038,0.001
1.000,0.100,linear,105,flat,3,0.124,0.122,0.059,0.064,0.059,0.005,0.929,1.869,0.064,2.971,0.038,0.003
1.000,0.100,linear,105,flat,4,0.206,0.182,0.066,0.077,0.066,0.012,0.877,3.075,0.092,3.860,0.052,0.001
1.000,0.100,linear,105,flat,5,0.228,0.150,0.090,0.087,0.087,0.003,0.890,2.927,0.332,3.603,0.049,0.006
1.000,0.100,linear,105,flat,6,0.261,0.241,0.132,0.103,0.103,0.028,0.900,2.606,0.398,3.740,0.050,0.003
1.000,0.100,linear,105,flat,7,0.260,0.226,0.126,0.080,0.080,0.046,0.930,1.901,0.392,4.067,0.058,0.003
1.000,0.100,linear,105,flat,8,0.178,0.246,0.127,0.052,0.052,0.075,0.909,2.300,0.587,4.742,0.072,0.011
1.000,0.100,linear,105,flat,9,0.351,0.305,0.087,0.081,0.081,0.006,0.849,2.325,0.356,4.743,0.075,0.019
1.000,0.100,linear,105,flat,10,0.470,0.507,0.109,0.092,0.092,0.017,0.757,1.733,0.364,4.699,0.079,0.036
1.000,0.100,linear,105,flat,11,0.448,0.500,0.149,0.115,0.115,0.034,0.741,1.892,0.147,5.461,0.101,0.057
1.000,0.100,linear,105,flat,12,0.489,0.547,0.101,0.083,0.083,0.018,0.654,1.519,0.248,5.319,0.095,0.054
1.000,0.100,linear,105,flat,13,0.484,0.647,0.084,0.062,0.062,0.022,0.517,1.825,0.193,5.500,0.111,0.143
1.000,0.100,linear,105,flat,14,0.511,0.689,0.070,0.075,0.070,0.005,0.470,1.566,0.295,5.386,0.108,0.139
1.000,0.100,linear,105,flat,15,0.587,0.709,0.101,0.110,0.101,0.009,0.423,1.875,0.274,5.001,0.102,0.146
1.000,0.100,linear,105,flat,16,0.665,0.752,0.117,0.121,0.117,0.004,0.339,1.873,0.376,4.882,0.104,0.158
1.000,0.100,linear,105,flat,17,0.577,0.730,0.090,0.097,0.090,0.007,0.270,2.088,0.232,5.278,0.124,0.294
1.000,0.100,linear,105,flat,18,0.577,0.808,0.094,0.124,0.094,0.030,0.294,1.731,0.209,5.610,0.125,0.259
1.000,0.100,linear,105,flat,19,0.583,0.832,0.103,0.135,0.103,0.033,0.297,1.663,0.471,5.940,0.140,0.333
1.000,0.100,linear,105,flat,20,0.664,0.813,0.123,0.143,0.123,0.020,0.312,1.844,0.455,6.028,0.141,0.334
1.000,0.100,linear,105,flat,21,0.742,0.826,0.113,0.160,0.113,0.047,0.317,1.786,0.190,6.285,0.153,0.423
1.000,0.100,linear,105,flat,22,0.785,0.823,0.097,0.171,0.097,0.074,0.302,1.111,0.043,6.317,0.154,0.416
1.000,0.100,linear,105,flat,23,0.759,0.851,0.106,0.143,0.106,0.037,0.305,0.543,0.060,6.353,0.154,0.420
1.000,0.100,linear,105,flat,24,0.741,0.873,0.103,0.136,0.103,0.034,0.298,0.895,0.145,6.123,0.154,0.461
